,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
1671,MOBILITY,1.0,"$ 39,295",Paraprofessionals,,K600,2021
1672,School Aides and Other Support Staff,0.0,"$ 512,858",School Aides and Other Support Staff,,K600,2021
1673,ATTENDANCE,0.0,"$ 22,138",Family Workers,,K600,2021
1674,ABSENCE COVERAGE,,"$ 202,090",Per Diem,,K600,2021
1675,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 221,118",Per Session,,K600,2021
1676,PROFESSIONAL DEVELOPMENT,,"$ 12,181",Per Session,,K600,2021
1677,SUMMER STUDENT PROGRAMS,,"$ 165,818",Per Session,,K600,2021
1678,Data Processing Repair - Contractual,,"$ 19,927",OTPS,,K600,2021
1679,Educational Consultants,,"$ 56,463",OTPS,,K600,2021
1680,Educational Software,,"$ 41,621",OTPS,,K600,2021
1681,Equipment - General,,"$ 83,667",OTPS,,K600,2021
1682,Library Books,,"$ 7,669",OTPS,,K600,2021
1683,Non-Contractual Services,,"$ 43,942",OTPS,,K600,2021
1684,Non-DP Equipment Repair,,"$ 25,000",OTPS,,K600,2021
1685,Supplies - General,,"$ 1,382,980",OTPS,,K600,2021
1686,Telephone and Other Communications,,$ 721,OTPS,,K600,2021
1687,Transportation of Staff - Non-Contract,,$ 800,OTPS,,K600,2021
1688,AP Exam Fees Eco. Disadvantaged Students Set Aside,,"$ 4,597",Setasides,,K600,2021
1689,College Board Set Aside,,$ 210,Setasides,,K600,2021
1690,Facilities Work Set Aside,,"$ 362,540",Setasides,,K600,2021
1691,School Funded Copier,,$ 600,Setasides,,K600,2021
1692,Not Available,,"$ 85,324",Sixth period coverage,,K600,2021
1693,People Working Partial Year,,"$ 190,755",People Working Partial Year,,K600,2021
1694,Main School,133.0,"$ 15,108,274",School Site,,K600,2021
1695,HEAD OF SCHOOL,1.0,"$ 184,197",Leadership,,K600,2020
1696,AP - PUPIL PERSONNEL,1.0,"$ 145,003",Leadership,,K600,2020
1697,AP - SUPERVISION,6.0,"$ 762,377",Leadership,,K600,2020
1698,AP-Security/Safety,1.0,"$ 118,919",Leadership,,K600,2020
1699,PARENT COORDINATOR,1.0,"$ 50,515",Coordinator/Supervisor/Dean,,K600,2020
1700,F STATUS - SCHOOL SECRETARY,0.0,"$ 39,000",Secretary,,K600,2020
1701,SCHOOL SECRETARY,4.0,"$ 231,398",Secretary,,K600,2020
1702,SUB ASSG - SCHOOL SECRETARY,1.0,"$ 44,495",Secretary,,K600,2020
1703,ARTS-VISUAL,2.0,"$ 197,816",High School Departments,WHOLE CLASS,K600,2020
1704,Dental Office Assistant,2.0,"$ 218,679",High School Departments,WHOLE CLASS,K600,2020
1705,ENGLISH LANGUAGE ARTS,1.0,"$ 98,908",High School Departments,PULL-OUT -all students,K600,2020
1706,ENGLISH LANGUAGE ARTS,7.0,"$ 663,588",High School Departments,WHOLE CLASS,K600,2020
1707,ENGLISH LANGUAGE ARTS,8.0,"$ 762,496",High School Departments,Sub-Total,K600,2020
1708,ESL,2.0,"$ 197,816",High School Departments,WHOLE CLASS,K600,2020
1709,FL - SPANISH,2.0,"$ 204,816",High School Departments,WHOLE CLASS,K600,2020
1710,HEALTH,3.0,"$ 255,460",High School Departments,WHOLE CLASS,K600,2020
1711,LIBRARY,1.0,"$ 107,163",High School Departments,PUSH IN-All Students,K600,2020
1712,MATH,1.0,"$ 98,908",High School Departments,PUSH IN/PULL OUT,K600,2020
1713,MATH,8.0,"$ 795,264",High School Departments,WHOLE CLASS,K600,2020
1714,MATH,9.0,"$ 894,172",High School Departments,Sub-Total,K600,2020
1715,MUSIC,1.0,"$ 98,908",High School Departments,WHOLE CLASS,K600,2020
1716,NURSING,6.0,"$ 593,448",High School Departments,WHOLE CLASS,K600,2020
1717,PHYSICAL EDUCATION,7.0,"$ 646,502",High School Departments,WHOLE CLASS,K600,2020
1718,SCIENCE - BIOLOGY,3.0,"$ 296,724",High School Departments,WHOLE CLASS,K600,2020
1719,SCIENCE - CHEMISTRY,1.0,"$ 98,908",High School Departments,WHOLE CLASS,K600,2020
1720,SCIENCE - EARTH SCIENCE,1.0,"$ 98,908",High School Departments,WHOLE CLASS,K600,2020
1721,SCIENCE - GENERAL SCIENCE,1.0,"$ 98,908",High School Departments,PULL-OUT -all students,K600,2020
1722,SCIENCE - GENERAL SCIENCE,1.0,"$ 98,908",High School Departments,WHOLE CLASS,K600,2020
1723,SCIENCE - GENERAL SCIENCE,2.0,"$ 197,816",High School Departments,Sub-Total,K600,2020
1724,SOCIAL STUDIES,1.0,"$ 98,908",High School Departments,PUSH IN/PULL OUT,K600,2020
1725,SOCIAL STUDIES,2.0,"$ 220,723",High School Departments,REDUCED CLASS SIZE,K600,2020
1726,SOCIAL STUDIES,6.0,"$ 529,910",High School Departments,WHOLE CLASS,K600,2020
1727,SOCIAL STUDIES,9.0,"$ 849,541",High School Departments,Sub-Total,K600,2020
1728,SPECIAL EDUCATION,3.0,"$ 323,174",High School Departments,ICT - Special Ed Teacher,K600,2020
1729,SPECIAL EDUCATION,1.0,"$ 98,908",High School Departments,PUSH IN/PULL OUT,K600,2020
1730,SPECIAL EDUCATION,9.0,"$ 939,816",High School Departments,WHOLE CLASS,K600,2020
1731,SPECIAL EDUCATION,13.0,"$ 1,361,898",High School Departments,Sub-Total,K600,2020
1732,VOCATIONAL,1.0,"$ 107,109",High School Departments,SUBJECT SPECIFIC,K600,2020
1733,ATTENDANCE,1.0,"$ 142,660",Special Needs - Support Services,PULL-OUT -all students,K600,2020
1734,PHYSICAL THERAPY,1.0,"$ 53,032",Special Needs - Support Services,PULL-OUT -all students,K600,2020
1735,SETSS,1.0,"$ 98,908",Special Needs - Support Services,PULL-OUT - Special Ed,K600,2020
1736,SPEECH,2.0,"$ 193,386",Special Needs - Support Services,PULL-OUT -all students,K600,2020
1737,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 38,172",SAPIS,,K600,2020
1738,GUIDANCE COUNSELOR,7.0,"$ 750,383",Guidance/Social Workers,,K600,2020
1739,SCHOOL SOCIAL WORKER,1.0,"$ 106,592",Guidance/Social Workers,,K600,2020
1740,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 44,050",SBST,,K600,2020
1741,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 145,632",SBST,,K600,2020
1742,IEP-ALTERNATE PLACEMENT,9.0,"$ 445,702",Paraprofessionals,,K600,2020
1743,IEP-CRISIS MANAGEMENT(CIT),5.0,"$ 237,983",Paraprofessionals,,K600,2020
1744,IEP-HEALTH,12.0,"$ 481,863",Paraprofessionals,,K600,2020
1745,IEP-TOILETING,1.0,"$ 38,197",Paraprofessionals,,K600,2020
1746,MOBILITY,2.0,"$ 76,394",Paraprofessionals,,K600,2020
1747,School Aides and Other Support Staff,0.0,"$ 442,823",School Aides and Other Support Staff,,K600,2020
1748,ATTENDANCE,0.0,"$ 33,277",Family Workers,,K600,2020
1749,ABSENCE COVERAGE,,$ 378,Per Diem,,K600,2020
1750,PROFESSIONAL DEVELOPMENT,,"$ 24,208",Per Diem,,K600,2020
1751,TRANSLATION/INTERPRETATION,,"$ 12,365",Per Diem,,K600,2020
1752,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 288,521",Per Session,,K600,2020
1753,Counseling - Mandated,,"$ 7,329",Per Session,,K600,2020
1754,PROFESSIONAL DEVELOPMENT,,"$ 39,691",Per Session,,K600,2020
1755,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 37,000",Per Session,,K600,2020
1756,SUMMER STUDENT PROGRAMS,,"$ 108,411",Per Session,,K600,2020
1757,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 14,450",OTPS,,K600,2020
1758,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 14,927",OTPS,,K600,2020
1759,EDUCATIONAL CONSULTANTS,,"$ 95,714",OTPS,,K600,2020
1760,EDUCATIONAL SOFTWARE,,"$ 46,145",OTPS,,K600,2020
1761,EQUIPMENT - GENERAL,,"$ 81,415",OTPS,,K600,2020
1762,INTERNAL DOE SERVICES,,"$ 9,665",OTPS,,K600,2020
1763,LIBRARY BOOKS,,"$ 7,275",OTPS,,K600,2020
1764,NON-CONTRACTUAL SERVICES,,"$ 42,292",OTPS,,K600,2020
1765,NON-DP EQUIPMENT REPAIR,,"$ 2,000",OTPS,,K600,2020
1766,SUPPLIES - GENERAL,,"$ 517,813",OTPS,,K600,2020
1767,TELEPHONE AND OTHER COMMUNICATIONS,,$ 722,OTPS,,K600,2020
1768,TEXTBOOKS,,"$ 17,104",OTPS,,K600,2020
1769,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 10,185",OTPS,,K600,2020
1770,O TO Q Grievance Set Aside,,"$ 17,000",Setasides,,K600,2020
1771,School Funded Copier,,$ 660,Setasides,,K600,2020
1772,Not Available,,"$ 112,972",Sixth period coverage,,K600,2020
1773,People Working Partial Year,,"$ 169,167",People Working Partial Year,,K600,2020
1774,Main School,132.0,"$ 13,770,547",School Site,,K600,2020
1775,HEAD OF SCHOOL,1.0,"$ 181,689",Leadership,,K600,2019
1776,ASST HEAD OF SCHOOL,1.0,"$ 120,072",Leadership,,K600,2019
1777,AP - PUPIL PERSONNEL,1.0,"$ 143,028",Leadership,,K600,2019
1778,AP - SUPERVISION,5.0,"$ 680,146",Leadership,,K600,2019
1779,AP-Security/Safety,1.0,"$ 116,137",Leadership,,K600,2019
1780,PARENT COORDINATOR,1.0,"$ 45,946",Coordinator/Supervisor/Dean,,K600,2019
1781,SCHOOL SECRETARY,4.0,"$ 258,784",Secretary,,K600,2019
1782,SUB ASSG - SCHOOL SECRETARY,1.0,"$ 31,869",Secretary,,K600,2019
1783,ARTS-VISUAL,2.0,"$ 145,826",High School Departments,WHOLE CLASS,K600,2019
1784,BUSINESS,1.0,"$ 96,350",High School Departments,PUSH IN/PULL OUT,K600,2019
1785,Dental Office Assistant,1.0,"$ 90,887",High School Departments,WHOLE CLASS,K600,2019
1786,ENGLISH LANGUAGE ARTS,1.0,"$ 96,350",High School Departments,PULL-OUT -all students,K600,2019
1787,ENGLISH LANGUAGE ARTS,7.0,"$ 684,294",High School Departments,WHOLE CLASS,K600,2019
1788,ENGLISH LANGUAGE ARTS,8.0,"$ 780,644",High School Departments,Sub-Total,K600,2019
1789,ESL,2.0,"$ 192,700",High School Departments,WHOLE CLASS,K600,2019
1790,FL - SPANISH,2.0,"$ 192,700",High School Departments,WHOLE CLASS,K600,2019
1791,HEALTH,4.0,"$ 385,400",High School Departments,WHOLE CLASS,K600,2019
1792,LIBRARY,1.0,"$ 104,825",High School Departments,PUSH IN-All Students,K600,2019
1793,MATH,1.0,"$ 96,350",High School Departments,PUSH IN/PULL OUT,K600,2019
1794,MATH,8.0,"$ 793,146",High School Departments,WHOLE CLASS,K600,2019
1795,MATH,9.0,"$ 889,496",High School Departments,Sub-Total,K600,2019
1796,MUSIC,1.0,"$ 96,350",High School Departments,WHOLE CLASS,K600,2019
1797,NURSING,5.0,"$ 481,750",High School Departments,WHOLE CLASS,K600,2019
1798,PHYSICAL EDUCATION,7.0,"$ 702,524",High School Departments,WHOLE CLASS,K600,2019
1799,SCIENCE - BIOLOGY,2.0,"$ 192,700",High School Departments,WHOLE CLASS,K600,2019
1800,SCIENCE - CHEMISTRY,1.0,"$ 96,350",High School Departments,WHOLE CLASS,K600,2019
1801,SCIENCE - EARTH SCIENCE,1.0,"$ 96,350",High School Departments,WHOLE CLASS,K600,2019
1802,SCIENCE - GENERAL SCIENCE,1.0,"$ 96,350",High School Departments,PULL-OUT -all students,K600,2019
1803,SCIENCE - GENERAL SCIENCE,1.0,"$ 96,350",High School Departments,PUSH IN/PULL OUT,K600,2019
1804,SCIENCE - GENERAL SCIENCE,1.0,"$ 96,350",High School Departments,WHOLE CLASS,K600,2019
1805,SCIENCE - GENERAL SCIENCE,3.0,"$ 289,050",High School Departments,Sub-Total,K600,2019
1806,SOCIAL STUDIES,1.0,"$ 96,350",High School Departments,PUSH IN/PULL OUT,K600,2019
1807,SOCIAL STUDIES,2.0,"$ 208,863",High School Departments,REDUCED CLASS SIZE,K600,2019
1808,SOCIAL STUDIES,5.0,"$ 481,750",High School Departments,WHOLE CLASS,K600,2019
1809,SOCIAL STUDIES,8.0,"$ 786,963",High School Departments,Sub-Total,K600,2019
1810,SPECIAL EDUCATION,3.0,"$ 314,797",High School Departments,ICT - Special Ed Teacher,K600,2019
1811,SPECIAL EDUCATION,1.0,"$ 96,350",High School Departments,PUSH IN/PULL OUT,K600,2019
1812,SPECIAL EDUCATION,1.0,"$ 96,350",High School Departments,SUBJECT SPECIFIC,K600,2019
1813,SPECIAL EDUCATION,8.0,"$ 761,119",High School Departments,WHOLE CLASS,K600,2019
1814,SPECIAL EDUCATION,13.0,"$ 1,268,616",High School Departments,Sub-Total,K600,2019
1815,VOCATIONAL,1.0,"$ 96,350",High School Departments,SUBJECT SPECIFIC,K600,2019
1816,ATTENDANCE,1.0,"$ 138,934",Special Needs - Support Services,PULL-OUT -all students,K600,2019
1817,PHYSICAL THERAPY,1.0,"$ 75,864",Special Needs - Support Services,PULL-OUT -all students,K600,2019
1818,SETSS,1.0,"$ 103,503",Special Needs - Support Services,PULL-OUT - Special Ed,K600,2019
1819,SPEECH,2.0,"$ 187,274",Special Needs - Support Services,PULL-OUT -all students,K600,2019
1820,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 83,231",SAPIS,,K600,2019
1821,GUIDANCE COUNSELOR,7.0,"$ 770,821",Guidance/Social Workers,,K600,2019
1822,SCHOOL SOCIAL WORKER,1.0,"$ 102,388",Guidance/Social Workers,,K600,2019
1823,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 42,308",SBST,,K600,2019
1824,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 140,158",SBST,,K600,2019
1825,IEP-ALTERNATE PLACEMENT,9.0,"$ 328,404",Paraprofessionals,,K600,2019
1826,IEP-BILINGUAL,1.0,"$ 36,020",Paraprofessionals,,K600,2019
1827,IEP-CRISIS MANAGEMENT(CIT),5.0,"$ 222,188",Paraprofessionals,,K600,2019
1828,IEP-HEALTH,12.0,"$ 498,581",Paraprofessionals,,K600,2019
1829,IEP-TOILETING,1.0,"$ 58,637",Paraprofessionals,,K600,2019
1830,MOBILITY,2.0,"$ 85,807",Paraprofessionals,,K600,2019
1831,School Aides and Other Support Staff,0.0,"$ 451,177",School Aides and Other Support Staff,,K600,2019
1832,ATTENDANCE,0.0,"$ 48,101",Family Workers,,K600,2019
1833,ABSENCE COVERAGE,,"$ 183,161",Per Diem,,K600,2019
1834,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 386,309",Per Session,,K600,2019
1835,PUPIL PERSONNEL SERVICES,,"$ 15,301",Per Session,,K600,2019
1836,SUMMER STUDENT PROGRAMS,,"$ 178,162",Per Session,,K600,2019
1837,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 21,000",OTPS,,K600,2019
1838,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 13,546",OTPS,,K600,2019
1839,EDUCATIONAL CONSULTANTS,,"$ 88,000",OTPS,,K600,2019
1840,EDUCATIONAL SOFTWARE,,"$ 12,291",OTPS,,K600,2019
1841,EQUIPMENT - GENERAL,,"$ 52,961",OTPS,,K600,2019
1842,FURNITURE (OBJECT 300),,"$ 1,900",OTPS,,K600,2019
1843,LIBRARY BOOKS,,"$ 9,232",OTPS,,K600,2019
1844,NON-CONTRACTUAL SERVICES,,"$ 24,120",OTPS,,K600,2019
1845,NON-DP EQUIPMENT REPAIR,,"$ 2,000",OTPS,,K600,2019
1846,SUPPLIES - GENERAL,,"$ 203,842",OTPS,,K600,2019
1847,TELEPHONE AND OTHER COMMUNICATIONS,,$ 721,OTPS,,K600,2019
1848,TEXTBOOKS,,"$ 30,051",OTPS,,K600,2019
1849,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 6,428",OTPS,,K600,2019
1850,Not Available,,"$ 148,465",Sixth period coverage,,K600,2019
1851,People Working Partial Year,,"$ 287,952",People Working Partial Year,,K600,2019
1852,CB GE All Other Salaries Set Aside,,"$ 21,732",Setasides,,K600,2019
1853,CB GE Classroom Teachers Set Aside,,"$ 65,149",Setasides,,K600,2019
1854,CB GE Pupil Support Services Set Aside,,"$ 5,760",Setasides,,K600,2019
1855,CB SE All Other Salaries Set Aside,,"$ 14,409",Setasides,,K600,2019
1856,CB SE Classroom Teachers Set Aside,,"$ 8,897",Setasides,,K600,2019
1857,CB SE Pupil Support Services Set Aside,,"$ 32,397",Setasides,,K600,2019
1858,School Funded Copier,,$ 660,Setasides,,K600,2019
1859,Main School,132.0,"$ 13,751,344",School Site,,K600,2019
1860,HEAD OF SCHOOL,1.0,"$ 171,972",Leadership,,K600,2018
1861,ASST HEAD OF SCHOOL,1.0,"$ 113,421",Leadership,,K600,2018
1862,AP - PUPIL PERSONNEL,1.0,"$ 135,378",Leadership,,K600,2018
1863,AP - SUPERVISION,5.0,"$ 632,876",Leadership,,K600,2018
1864,AP-Security/Safety,1.0,"$ 41,537",Leadership,,K600,2018
1865,PARENT COORDINATOR,1.0,"$ 46,447",Coordinator/Supervisor/Dean,,K600,2018
1866,SCHOOL SECRETARY,4.0,"$ 208,244",Secretary,,K600,2018
1867,SUB ASSG - SCHOOL SECRETARY,1.0,"$ 21,561",Secretary,,K600,2018
1868,ARTS-VISUAL,2.0,"$ 183,932",High School Departments,WHOLE CLASS,K600,2018
1869,BUSINESS,1.0,"$ 91,966",High School Departments,PUSH IN/PULL OUT,K600,2018
1870,ENGLISH LANGUAGE ARTS,1.0,"$ 91,966",High School Departments,PULL-OUT -all students,K600,2018
1871,ENGLISH LANGUAGE ARTS,7.0,"$ 649,278",High School Departments,WHOLE CLASS,K600,2018
1872,ENGLISH LANGUAGE ARTS,8.0,"$ 741,244",High School Departments,Sub-Total,K600,2018
1873,ESL,2.0,"$ 183,932",High School Departments,WHOLE CLASS,K600,2018
1874,FL - SPANISH,2.0,"$ 183,932",High School Departments,WHOLE CLASS,K600,2018
1875,HEALTH,4.0,"$ 367,864",High School Departments,WHOLE CLASS,K600,2018
1876,LIBRARY,1.0,"$ 117,149",High School Departments,PUSH IN-All Students,K600,2018
1877,MATH,1.0,"$ 91,966",High School Departments,PUSH IN/PULL OUT,K600,2018
1878,MATH,8.0,"$ 592,388",High School Departments,WHOLE CLASS,K600,2018
1879,MATH,9.0,"$ 684,354",High School Departments,Sub-Total,K600,2018
1880,MUSIC,1.0,"$ 91,966",High School Departments,WHOLE CLASS,K600,2018
1881,NURSING,5.0,"$ 459,830",High School Departments,WHOLE CLASS,K600,2018
1882,PHYSICAL EDUCATION,7.0,"$ 643,762",High School Departments,WHOLE CLASS,K600,2018
1883,SCIENCE - BIOLOGY,1.0,"$ 107,966",High School Departments,WHOLE CLASS,K600,2018
1884,SCIENCE - CHEMISTRY,1.0,"$ 91,966",High School Departments,WHOLE CLASS,K600,2018
1885,SCIENCE - EARTH SCIENCE,1.0,"$ 91,966",High School Departments,WHOLE CLASS,K600,2018
1886,SCIENCE - GENERAL SCIENCE,1.0,"$ 91,966",High School Departments,PULL-OUT -all students,K600,2018
1887,SCIENCE - GENERAL SCIENCE,1.0,"$ 91,966",High School Departments,PUSH IN/PULL OUT,K600,2018
1888,SCIENCE - GENERAL SCIENCE,1.0,"$ 91,966",High School Departments,WHOLE CLASS,K600,2018
1889,SCIENCE - GENERAL SCIENCE,3.0,"$ 275,898",High School Departments,Sub-Total,K600,2018
1890,SOCIAL STUDIES,1.0,"$ 91,966",High School Departments,PUSH IN/PULL OUT,K600,2018
1891,SOCIAL STUDIES,2.0,"$ 198,916",High School Departments,REDUCED CLASS SIZE,K600,2018
1892,SOCIAL STUDIES,6.0,"$ 551,796",High School Departments,WHOLE CLASS,K600,2018
1893,SOCIAL STUDIES,9.0,"$ 842,678",High School Departments,Sub-Total,K600,2018
1894,SPECIAL EDUCATION,3.0,"$ 333,596",High School Departments,ICT - Special Ed Teacher,K600,2018
1895,SPECIAL EDUCATION,1.0,"$ 91,966",High School Departments,PUSH IN/PULL OUT,K600,2018
1896,SPECIAL EDUCATION,1.0,"$ 91,966",High School Departments,SUBJECT SPECIFIC,K600,2018
1897,SPECIAL EDUCATION,11.0,"$ 1,032,214",High School Departments,WHOLE CLASS,K600,2018
1898,SPECIAL EDUCATION,16.0,"$ 1,549,742",High School Departments,Sub-Total,K600,2018
1899,VOCATIONAL,1.0,"$ 91,966",High School Departments,SUBJECT SPECIFIC,K600,2018
1900,ATTENDANCE,1.0,"$ 130,303",Special Needs - Support Services,PULL-OUT -all students,K600,2018
1901,PHYSICAL THERAPY,1.0,"$ 72,692",Special Needs - Support Services,PULL-OUT -all students,K600,2018
1902,SETSS,1.0,"$ 91,966",Special Needs - Support Services,PULL-OUT - Special Ed,K600,2018
1903,SPEECH,2.0,"$ 180,332",Special Needs - Support Services,PULL-OUT -all students,K600,2018
1904,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 82,653",SAPIS,,K600,2018
1905,GUIDANCE COUNSELOR,7.0,"$ 703,596",Guidance/Social Workers,,K600,2018
1906,SCHOOL SOCIAL WORKER,2.0,"$ 141,158",Guidance/Social Workers,,K600,2018
1907,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 37,621",SBST,,K600,2018
1908,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 115,741",SBST,,K600,2018
1909,IEP-ALTERNATE PLACEMENT,9.0,"$ 293,606",Paraprofessionals,,K600,2018
1910,IEP-BILINGUAL,1.0,"$ 34,699",Paraprofessionals,,K600,2018
1911,IEP-CRISIS MANAGEMENT(CIT),5.0,"$ 205,699",Paraprofessionals,,K600,2018
1912,IEP-HEALTH,12.0,"$ 464,051",Paraprofessionals,,K600,2018
1913,IEP-TOILETING,1.0,"$ 55,817",Paraprofessionals,,K600,2018
1914,MOBILITY,2.0,"$ 82,252",Paraprofessionals,,K600,2018
1915,School Aides and Other Support Staff,0.0,"$ 380,037",School Aides and Other Support Staff,,K600,2018
1916,OUTREACH,0.0,"$ 41,027",Family Workers,,K600,2018
1917,ABSENCE COVERAGE,,"$ 135,568",Per Diem,,K600,2018
1918,IEP-ALTERNATE PLACEMENT,,"$ 76,844",Per Diem,,K600,2018
1919,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 315,569",Per Session,,K600,2018
1920,PARENT INVOLVEMENT,,"$ 70,869",Per Session,,K600,2018
1921,PUPIL PERSONNEL SERVICES,,"$ 5,999",Per Session,,K600,2018
1922,SUMMER STUDENT PROGRAMS,,"$ 185,083",Per Session,,K600,2018
1923,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 5,000",OTPS,,K600,2018
1924,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 19,568",OTPS,,K600,2018
1925,EDUCATIONAL CONSULTANTS,,"$ 50,500",OTPS,,K600,2018
1926,EDUCATIONAL SOFTWARE,,"$ 25,696",OTPS,,K600,2018
1927,EQUIPMENT - GENERAL,,"$ 13,218",OTPS,,K600,2018
1928,FURNITURE (OBJECT 300),,"$ 22,000",OTPS,,K600,2018
1929,INTERNAL DOE SERVICES,,"$ 2,112",OTPS,,K600,2018
1930,LIBRARY BOOKS,,"$ 7,534",OTPS,,K600,2018
1931,NON-CONTRACTUAL SERVICES,,"$ 30,701",OTPS,,K600,2018
1932,NON-DP EQUIPMENT REPAIR,,"$ 2,000",OTPS,,K600,2018
1933,OFFICE TEMP SERVICES - CONTRACTUAL,,$ 600,OTPS,,K600,2018
1934,SUPPLIES - GENERAL,,"$ 247,582",OTPS,,K600,2018
1935,TELEPHONE AND OTHER COMMUNICATIONS,,$ 730,OTPS,,K600,2018
1936,TEXTBOOKS,,"$ 65,000",OTPS,,K600,2018
1937,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 2,500",OTPS,,K600,2018
1938,TRANSPORTATION OF PUPILS - OTHER,,"$ 2,000",OTPS,,K600,2018
1939,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 7,300",OTPS,,K600,2018
1940,Not Available,,"$ 198,082",Sixth period coverage,,K600,2018
1941,People Working Partial Year,,"$ 285,270",People Working Partial Year,,K600,2018
1942,School Funded Copier,,$ 660,Setasides,,K600,2018
1943,Main School,135.0,"$ 13,064,784",School Site,,K600,2018
1944,HEAD OF SCHOOL,1.0,"$ 197,026",Leadership,,K590,2022
1945,AP - ORGANIZATION,1.0,"$ 148,166",Leadership,,K590,2022
1946,AP - SUPERVISION,5.0,"$ 622,168",Leadership,,K590,2022
1947,PARENT COORDINATOR,1.0,"$ 58,498",Coordinator/Supervisor/Dean,,K590,2022
1948,School Secretary,4.0,"$ 212,023",Secretary,,K590,2022
1949,ARTS,2.0,"$ 198,084",High School Departments,WHOLE CLASS,K590,2022
1950,ARTS-VISUAL,1.0,"$ 99,042",High School Departments,WHOLE CLASS,K590,2022
1951,DANCE ALL OTHER,1.0,"$ 140,442",High School Departments,WHOLE CLASS,K590,2022
1952,DRAMA/THEATER,1.0,"$ 99,042",High School Departments,WHOLE CLASS,K590,2022
1953,ENGLISH LANGUAGE ARTS,2.0,"$ 198,084",High School Departments,SUBJECT SPECIFIC,K590,2022
1954,ENGLISH LANGUAGE ARTS,10.0,"$ 990,420",High School Departments,WHOLE CLASS,K590,2022
1955,ENGLISH LANGUAGE ARTS,12.0,"$ 1,188,504",High School Departments,Sub-Total,K590,2022
1956,ESL,1.0,"$ 27,197",High School Departments,WHOLE CLASS,K590,2022
1957,FL - CHINESE,1.0,"$ 99,042",High School Departments,SUBJECT SPECIFIC,K590,2022
1958,FL - FRENCH,1.0,"$ 99,042",High School Departments,SUBJECT SPECIFIC,K590,2022
1959,FL - Mandarin,4.0,"$ 360,919",High School Departments,WHOLE CLASS,K590,2022
1960,FL - SPANISH,1.0,"$ 99,042",High School Departments,SUBJECT SPECIFIC,K590,2022
1961,FL - SPANISH,2.0,"$ 198,084",High School Departments,WHOLE CLASS,K590,2022
1962,FL - SPANISH,3.0,"$ 297,126",High School Departments,Sub-Total,K590,2022
1963,MATH,3.0,"$ 297,126",High School Departments,REDUCED CLASS SIZE,K590,2022
1964,MATH,1.0,"$ 99,042",High School Departments,SUBJECT SPECIFIC,K590,2022
1965,MATH,10.0,"$ 892,051",High School Departments,WHOLE CLASS,K590,2022
1966,MATH,14.0,"$ 1,288,219",High School Departments,Sub-Total,K590,2022
1967,Media Communications,1.0,"$ 99,042",High School Departments,WHOLE CLASS,K590,2022
1968,MUSIC,2.0,"$ 198,084",High School Departments,WHOLE CLASS,K590,2022
1969,PHYSICAL EDUCATION,2.0,"$ 198,084",High School Departments,WHOLE CLASS,K590,2022
