,location_code,fiscal_year,allocation_category,amount
19,M369,2020,TL Translation Services,"$ 1,312"
0,M369,2019,AIDP Attendance Shared,"$ 138,934"
1,M369,2019,Contract for Excellence FY 09 HS,"$ 18,766"
2,M369,2019,OASAS Sub Abuse,"$ 83,059"
3,M369,2019,OASAS Sub Abuse OTPS,$ 500
4,M369,2019,Private Grant 34,$ 114
5,M369,2019,Private Grant 37,"$ 5,000"
6,M369,2019,Rollover Private Grant 58,$ 514
7,M369,2019,Rollover Private Grant 60,$ 326
8,M369,2019,Rollover Private Grant 63 (72963),$ 421
9,M369,2019,Rollover Private Grant 91 - Urban Assmbl One-Time,"$ 1,500"
10,M369,2019,Rollover PROSE Grant Collapsed Previous FYs 82990,"$ 2,433"
11,M369,2019,Sequester/2010 Census Title I SWP,"$ 10,436"
12,M369,2019,Title I SWP,"$ 243,076"
13,M369,2019,Title I SWP Parent and Family Engagement,"$ 2,455"
14,M369,2019,Title I SWP Translation Services,"$ 1,836"
15,M369,2019,TL Achieve Now,"$ 30,000"
16,M369,2019,TL Arts Studio HS,"$ 2,550"
17,M369,2019,TL CB Per Session Per Diem Prep,$ 460
18,M369,2019,TL CB School Staff,"$ 4,451"
19,M369,2019,TL Computer Maintenance HS,"$ 3,810"
20,M369,2019,TL E&E Advanced Placement for All HS,"$ 28,029"
0,M369,2019,TL E&E AP for All PSPD HS,"$ 16,302"
1,M369,2019,TL E&E AP for All Support HS,"$ 26,800"
2,M369,2019,TL E&E College Access 4 All HS,"$ 49,856"
3,M369,2019,TL ELA/Math Student Support,"$ 25,852"
4,M369,2019,TL ELL/Special Needs Partner Arts Project OTPS HS,"$ 15,000"
5,M369,2019,TL ELL/Special Needs Partner Arts Project PS HS,"$ 1,082"
6,M369,2019,TL Fair Student Funding HS,"$ 2,673,671"
7,M369,2019,TL FSF Floor Raise HS,"$ 26,400"
8,M369,2019,TL GE CB School Staff,"$ 31,213"
9,M369,2019,TL MOSL,"$ 1,500"
10,M369,2019,TL NYSTL Hardware HS,"$ 3,745"
11,M369,2019,TL NYSTL Library Books HS,"$ 2,199"
12,M369,2019,TL NYSTL Software HS,"$ 3,601"
13,M369,2019,TL NYSTL Textbooks HS,"$ 20,449"
14,M369,2019,TL OTPS for PSAL HS,$ 857
15,M369,2019,TL Parent and Arts Partner Program OTPS HS,"$ 2,500"
16,M369,2019,TL Parent and Arts Partner Program PS HS,$ 251
17,M369,2019,TL Parent Coordinator HS,"$ 40,929"
18,M369,2019,TL Parent Coordinator OTPS HS,$ 500
19,M369,2019,TL RS IEP Para,"$ 78,670"
20,M369,2019,TL RS Mandated Counseling Shared,"$ 57,487"
21,M369,2019,TL RS Mandated Speech Shared,"$ 93,637"
22,M369,2019,TL RS Speech Sixth Period Coverage,"$ 4,668"
23,M369,2019,TL School Incentive 2021C1,"$ 155,290"
24,M369,2019,TL SE CB School Staff,"$ 8,140"
25,M369,2019,TL Strong Schools Strong Communities HS,"$ 16,000"
26,M369,2019,TL Student Club Advisor PS,"$ 2,000"
27,M369,2019,TL Student Club Initiative OTPS,"$ 4,000"
0,M369,2019,TL Translation Services,"$ 1,078"
1,M369,2019,TL Vision for School Improvement,"$ 19,097"
0,M369,2018,AIDP Attendance Shared,"$ 130,303"
1,M369,2018,Contract for Excellence FY 09 HS,"$ 18,766"
2,M369,2018,Funds Pub Schl 23,"$ 4,960"
3,M369,2018,IDEA RS IEP Para,"$ 9,295"
4,M369,2018,OASAS Sub Abuse,"$ 82,483"
5,M369,2018,OASAS Sub Abuse OTPS,$ 500
6,M369,2018,Private Grant 58,"$ 1,986"
7,M369,2018,Rollover Private Grant 63,"$ 1,559"
8,M369,2018,Rollover Private Grant 80-PROSE NEA,"$ 1,400"
9,M369,2018,Sequester Aid IDEA RS IEP Paras,$ 993
10,M369,2018,Sequester/2010 Census Title I SWP,"$ 9,093"
11,M369,2018,Title I SWP,"$ 211,836"
12,M369,2018,Title I SWP Parent Involvement,"$ 2,140"
13,M369,2018,Title I SWP Translation Services,"$ 1,899"
14,M369,2018,TL Achieve Now,"$ 50,000"
15,M369,2018,TL Arts Studio HS,"$ 3,495"
16,M369,2018,TL CB School Staff,"$ 11,723"
17,M369,2018,TL Computer Maintenance HS,"$ 3,452"
18,M369,2018,TL E&E AP for All Support HS,"$ 7,810"
19,M369,2018,TL E&E College Access 4 All HS,"$ 30,000"
20,M369,2018,TL ELA/Math Student Support,"$ 17,635"
0,M369,2018,TL Fair Student Funding HS,"$ 2,542,284"
1,M369,2018,TL MOSL,"$ 1,500"
2,M369,2018,TL NYSTL Hardware HS,"$ 3,561"
3,M369,2018,TL NYSTL Library Books HS,"$ 2,030"
4,M369,2018,TL NYSTL Software HS,"$ 3,330"
5,M369,2018,TL NYSTL Textbooks HS,"$ 18,906"
6,M369,2018,TL Parent Coordinator HS,"$ 40,929"
7,M369,2018,TL Parent Coordinator OTPS HS,$ 500
8,M369,2018,TL RS IEP Para,"$ 30,757"
9,M369,2018,TL RS Mandated Counseling Shared,"$ 53,981"
10,M369,2018,TL RS Mandated Speech Shared,"$ 90,166"
11,M369,2018,TL RS Speech Sixth Period Coverage,"$ 5,064"
12,M369,2018,TL Strong Schools Strong Communities HS,"$ 16,000"
13,M369,2018,TL Translation Services,"$ 1,115"
14,M369,2018,TL Vision for School Improvement,"$ 19,097"
0,M367,2018,AIDP Attendance Shared,"$ 130,303"
1,M367,2018,Contract for Excellence FY 09 HS,"$ 22,307"
2,M367,2018,IDEA SBST Shared,"$ 71,638"
3,M367,2018,Sequester/2010 Census Title I SWP,"$ 3,372"
4,M367,2018,Title I 1003a Summer,"$ 16,979"
5,M367,2018,Title I Priority/Focus SWP,"$ 22,868"
6,M367,2018,Title I Priority/Focus SWP Parent Education,"$ 6,373"
7,M367,2018,Title I SWP,"$ 78,546"
8,M367,2018,Title I SWP Parent Involvement,$ 793
9,M367,2018,Title I SWP Translation Services,"$ 1,809"
10,M367,2018,Title III LEP,"$ 12,366"
11,M367,2018,TL 09 C4E CTT HS,"$ 71,081"
12,M367,2018,TL Achieve Now,"$ 40,000"
13,M367,2018,TL CB School Staff,"$ 13,958"
14,M367,2018,TL Computer Maintenance HS,"$ 5,076"
15,M367,2018,TL E&E Advanced Placement for All HS,"$ 29,431"
16,M367,2018,TL E&E AP for All Support HS,"$ 20,533"
17,M367,2018,TL E&E College Access 4 All HS,"$ 25,000"
18,M367,2018,TL ELA/Math Student Support,"$ 8,323"
19,M367,2018,TL Fair Student Funding HS,"$ 898,762"
20,M367,2018,TL FSF School to School Transfers Shared HS,"$ 5,937"
0,M367,2018,TL MOSL,"$ 1,500"
1,M367,2018,TL MYA OTC Offset,"$ 362,589"
2,M367,2018,TL NYSTL Hardware HS,"$ 1,306"
3,M367,2018,TL NYSTL Library Books HS,$ 744
4,M367,2018,TL NYSTL Software HS,"$ 1,221"
5,M367,2018,TL NYSTL Textbooks HS,"$ 6,932"
6,M367,2018,TL OTPS for PSAL HS,$ 857
7,M367,2018,TL Parent Coordinator HS,"$ 26,142"
8,M367,2018,TL Parent Coordinator OTPS HS,$ 500
9,M367,2018,TL RS IEP Para,"$ 29,468"
10,M367,2018,TL RS Mandated Counseling Shared,"$ 32,391"
11,M367,2018,TL Sabbaticals,"$ 79,235"
12,M367,2018,TL Salary Subsidy 2018 HS,"$ 16,234"
13,M367,2018,TL SBST Shared,"$ 82,793"
14,M367,2018,TL Strong Schools Strong Communities HS,"$ 16,000"
15,M367,2018,TL Summer in the City Shared,$ 751
16,M367,2018,TL Temporary Shortfall Teachers,"$ 142,950"
17,M367,2018,TL Translation Services,"$ 1,063"
18,M367,2018,TL Vision for School Improvement,"$ 19,097"
0,M362,2022,AIDP Attendance Shared,"$ 150,490"
1,M362,2022,ARPA Academic Recovery,"$ 182,966"
2,M362,2022,ARPA Academic Recovery AP Summer Rising,"$ 17,990"
3,M362,2022,ARPA Academic Recovery Arts,"$ 45,741"
4,M362,2022,ARPA Academic Recovery SE After-School Instruction,"$ 74,811"
5,M362,2022,ARPA Academic Recovery SE Counseling,"$ 7,412"
6,M362,2022,ARPA Academic Recovery SE Intervention Training,"$ 4,726"
7,M362,2022,ARPA Academic Recovery SE Planning Prep,"$ 7,743"
8,M362,2022,ARPA Academic Recovery SE RS Related Services,"$ 21,576"
9,M362,2022,ARPA Academic Recovery Social Worker,"$ 154,225"
10,M362,2022,ARPA COVID Staffing Support,"$ 224,550"
11,M362,2022,ARPA Election Day Remote Planning,"$ 7,452"
12,M362,2022,ARPA LA MYA Register Relief,"$ 168,942"
13,M362,2022,ARPA School COVID Planning Expansion,"$ 20,253"
14,M362,2022,ARPA Vaccine Policy Coverage,"$ 8,857"
15,M362,2022,Contract for Excellence FY 09 HS,"$ 28,733"
16,M362,2022,CRRSA Computer Maintenance,"$ 1,978"
17,M362,2022,CRRSA CRSE Arts Studio,$ 642
18,M362,2022,CRRSA OTPS for PSAL,$ 907
19,M362,2022,CRRSA Restoration Arts Studio,"$ 1,628"
20,M362,2022,CRRSA SHSAT,$ 188
0,M362,2022,CRRSA Situation Room,"$ 4,783"
1,M362,2022,High Need Support for Title I STH,"$ 1,015"
2,M362,2022,IC REV Physical Fitness CHAMPS SUPP UA 481/482,$ 648
3,M362,2022,IDEA RS IEP Para,"$ 73,229"
4,M362,2022,Rollover Smart Schools Bond Act,"$ 24,487"
5,M362,2022,Title I STH for Non Title I Schools,"$ 24,520"
6,M362,2022,Title III Translation Services,"$ 3,980"
7,M362,2022,Title IV Fall Reopening Planning Grant,"$ 8,826"
8,M362,2022,Title IV Well Rounded ELA Math Support,"$ 4,664"
9,M362,2022,TL 09 C4E ICT HS,"$ 191,920"
10,M362,2022,TL 12-Month AP HS,"$ 14,868"
11,M362,2022,TL CB School Staff,"$ 48,243"
12,M362,2022,TL Champs,"$ 2,376"
13,M362,2022,TL Computer Maintenance HS,"$ 9,614"
14,M362,2022,TL CRRSA COVID MYA Register Relief HS,"$ 47,650"
15,M362,2022,TL CRRSA FSF Floor Raise HS,"$ 146,145"
16,M362,2022,TL CRRSA Surplus Rollover HS,"$ 49,828"
17,M362,2022,TL CTE Programs HS,"$ 117,181"
18,M362,2022,TL CTE WBL HS,"$ 16,122"
19,M362,2022,TL E&E College Access 4 All HS,"$ 22,000"
20,M362,2022,TL ELA/Math Student Support,"$ 13,503"
21,M362,2022,TL Fair Student Funding HS,"$ 4,532,010"
22,M362,2022,TL FSF Floor Raise HS,"$ 247,587"
23,M362,2022,TL MOSL,"$ 1,700"
24,M362,2022,TL NYSTL Hardware HS,"$ 7,490"
25,M362,2022,TL NYSTL Library Books HS,"$ 4,382"
26,M362,2022,TL NYSTL Software HS,"$ 6,888"
27,M362,2022,TL NYSTL Textbooks HS,"$ 40,635"
0,M362,2022,TL One-Time Allocations HS,"$ 147,493"
1,M362,2022,TL Parent Coordinator HS,"$ 42,513"
2,M362,2022,TL Parent Coordinator OTPS HS,$ 500
3,M362,2022,TL Remote Teaching Program HS,"$ 22,770"
4,M362,2022,TL RS IEP Para,"$ 279,319"
5,M362,2022,TL RS IEP Teacher HS,"$ 93,986"
6,M362,2022,TL RS Mandated Counseling Shared,"$ 106,844"
7,M362,2022,TL RS Mandated Speech Shared,"$ 206,166"
8,M362,2022,TL RS Speech Sixth Period Coverage,"$ 3,184"
9,M362,2022,TL Section 504,"$ 82,006"
10,M362,2022,TL Situation Room,"$ 1,129"
11,M362,2022,TL Specialized Admissions HS,"$ 1,127"
12,M362,2022,TL Summer Rising Shared,"$ 5,607"
13,M362,2022,TL Teacher Career Pathway - Subsidy Allocation,"$ 5,625"
14,M362,2022,TL Translation Services,"$ 1,506"
0,M362,2021,AIDP Attendance Shared,"$ 147,079"
1,M362,2021,Contract for Excellence FY 09 HS,"$ 28,733"
2,M362,2021,High Need Support for Title I STH,"$ 1,273"
3,M362,2021,IDEA RS IEP Para,"$ 112,551"
4,M362,2021,Title I STH for Non Title I Schools,"$ 33,336"
5,M362,2021,Title I STH for Non Title I Schools Carry Over,"$ 4,354"
6,M362,2021,Title III Translation Services,"$ 3,815"
7,M362,2021,Title IV Summer Rising Reopening Planning,"$ 3,737"
8,M362,2021,Title IV Well Rounded ELA Math Support,"$ 4,531"
9,M362,2021,TL 09 C4E ICT HS,"$ 191,920"
10,M362,2021,TL 12-Month AP HS,"$ 15,395"
11,M362,2021,TL Arts Studio HS,"$ 1,120"
12,M362,2021,TL CB School Staff,"$ 6,614"
13,M362,2021,TL Computer Maintenance HS,"$ 13,087"
14,M362,2021,TL CRRSA COVID Teacher Support,"$ 79,572"
15,M362,2021,TL CTE Programs HS,"$ 185,535"
16,M362,2021,TL CTE WBL HS,"$ 11,627"
17,M362,2021,TL E&E AP for All Support HS,"$ 1,863"
18,M362,2021,TL E&E College Access 4 All HS,"$ 25,000"
19,M362,2021,TL ELA/Math Student Support,"$ 12,686"
20,M362,2021,TL Fair Student Funding HS,"$ 4,510,463"
0,M362,2021,TL FSF Post-IEP Support HS,$ 497
1,M362,2021,TL Implicit Bias Awareness,$ 517
2,M362,2021,TL Instructional Leadership Framework,"$ 24,568"
3,M362,2021,TL NYSTL Hardware HS,"$ 7,538"
4,M362,2021,TL NYSTL Library Books HS,"$ 4,335"
5,M362,2021,TL NYSTL Software HS,"$ 6,952"
6,M362,2021,TL NYSTL Textbooks HS,"$ 40,268"
7,M362,2021,TL One-Time Allocations HS,"$ 158,475"
8,M362,2021,TL Parent Coordinator HS,"$ 42,513"
9,M362,2021,TL Parent Coordinator OTPS HS,$ 500
10,M362,2021,TL Periodic Assessment,"$ 1,700"
11,M362,2021,TL RS IEP Para,"$ 398,624"
12,M362,2021,TL RS IEP Teacher HS,"$ 89,624"
13,M362,2021,TL RS Mandated Counseling Shared,"$ 85,211"
14,M362,2021,TL RS Mandated Speech Shared,"$ 198,218"
15,M362,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
16,M362,2021,TL RS Speech Sixth Period Coverage,"$ 7,738"
17,M362,2021,TL Safe School,"$ 7,445"
18,M362,2021,TL School COVID Planning Supplement,"$ 7,246"
19,M362,2021,TL Section 504,"$ 39,295"
20,M362,2021,TL Specialized Admissions HS,"$ 1,242"
21,M362,2021,TL Summer in the City Shared,"$ 13,150"
22,M362,2021,TL Translation Services,"$ 1,443"
0,M362,2020,AIDP Attendance Shared,"$ 142,660"
1,M362,2020,Contract for Excellence FY 09 HS,"$ 28,733"
2,M362,2020,High Need Support for Title I STH,"$ 1,333"
3,M362,2020,IDEA RS IEP Para,"$ 108,279"
4,M362,2020,Title I STH for Non Title I Schools,"$ 32,855"
5,M362,2020,Title III Translation Services,"$ 3,879"
6,M362,2020,TL 09 C4E CTT HS,"$ 191,920"
7,M362,2020,TL Arts Studio HS,$ 865
8,M362,2020,TL CB School Staff,"$ 6,985"
9,M362,2020,TL Computer Maintenance HS,"$ 13,087"
10,M362,2020,TL Continuous Improvement HS,"$ 16,000"
11,M362,2020,TL CTE Programs HS,"$ 201,220"
12,M362,2020,TL CTE WBL HS,"$ 17,036"
13,M362,2020,TL Deferred Program Planning Initiative HS,"$ 54,000"
14,M362,2020,TL E&E College Access 4 All HS,"$ 30,000"
15,M362,2020,TL E&E MS College Access OTPS,"$ 15,398"
16,M362,2020,TL E&E MS College Access PS,"$ 4,639"
17,M362,2020,TL ELA/Math Student Support,"$ 11,769"
18,M362,2020,TL Fair Student Funding HS,"$ 4,333,499"
19,M362,2020,TL Instructional Leadership Framework,"$ 24,888"
20,M362,2020,TL MOSL,"$ 1,700"
0,M362,2020,TL New School Planning,"$ 60,321"
1,M362,2020,TL NYSTL Hardware HS,"$ 7,171"
2,M362,2020,TL NYSTL Library Books HS,"$ 4,397"
3,M362,2020,TL NYSTL Software HS,"$ 7,093"
4,M362,2020,TL NYSTL Textbooks HS,"$ 41,041"
5,M362,2020,TL One-Time Allocations HS,"$ 147,493"
6,M362,2020,TL OTPS for PSAL HS,$ 957
7,M362,2020,TL Parent Coordinator HS,"$ 42,117"
8,M362,2020,TL Parent Coordinator OTPS HS,$ 500
9,M362,2020,TL RS IEP Para,"$ 288,754"
10,M362,2020,TL RS Mandated Counseling Shared,"$ 79,209"
11,M362,2020,TL RS Mandated Speech Shared,"$ 193,386"
12,M362,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
13,M362,2020,TL RS Speech Sixth Period Coverage,"$ 8,935"
14,M362,2020,TL School Incentive 2020C2,"$ 21,297"
15,M362,2020,TL School Leadership Career Ladder,"$ 25,000"
16,M362,2020,TL Summer in the City Shared,$ 427
17,M362,2020,TL Translation Services,"$ 1,145"
0,M362,2019,AIDP Attendance Shared,"$ 138,934"
1,M362,2019,Contract for Excellence FY 09 HS,"$ 28,733"
2,M362,2019,IDEA RS IEP Para,"$ 89,194"
3,M362,2019,Sequester Aid IDEA RS IEP Paras,"$ 9,530"
4,M362,2019,Sequester Aid Title I STH for Non-Title I Schools,"$ 1,156"
5,M362,2019,Title I STH for Non Title I Schools,"$ 27,192"
6,M362,2019,Title III Translation Services,"$ 3,718"
7,M362,2019,TL 09 C4E CTT HS,"$ 191,920"
8,M362,2019,TL Arts Studio HS,$ 850
9,M362,2019,TL CB Per Session Per Diem Prep,$ 590
10,M362,2019,TL CB School Staff,"$ 1,349"
11,M362,2019,TL Computer Maintenance HS,"$ 6,635"
12,M362,2019,TL CTE Programs HS,"$ 205,165"
13,M362,2019,TL CTE WBL HS,"$ 16,479"
14,M362,2019,TL E&E Algebra for All,"$ 17,401"
15,M362,2019,TL E&E College Access 4 All HS,"$ 30,000"
16,M362,2019,TL E&E MS College Access OTPS,"$ 16,485"
17,M362,2019,TL E&E MS College Access PS,"$ 4,603"
18,M362,2019,TL ELA/Math Student Support,"$ 11,245"
19,M362,2019,TL Fair Student Funding HS,"$ 4,107,886"
20,M362,2019,TL FSF Post-IEP Support HS,"$ 1,471"
0,M362,2019,TL GE CB School Staff,"$ 41,700"
1,M362,2019,TL MOSL,"$ 1,700"
2,M362,2019,TL NYSTL Hardware HS,"$ 7,438"
3,M362,2019,TL NYSTL Library Books HS,"$ 4,367"
4,M362,2019,TL NYSTL Software HS,"$ 7,150"
5,M362,2019,TL NYSTL Textbooks HS,"$ 40,609"
6,M362,2019,TL One-Time Allocations HS,"$ 147,493"
7,M362,2019,TL OTPS for PSAL HS,$ 957
8,M362,2019,TL Parent Coordinator HS,"$ 39,576"
9,M362,2019,TL Parent Coordinator OTPS HS,$ 500
10,M362,2019,TL RS IEP Para,"$ 270,767"
11,M362,2019,TL RS Mandated Counseling Shared,"$ 81,231"
12,M362,2019,TL RS Mandated Speech Shared,"$ 187,274"
13,M362,2019,TL RS Speech Sixth Period Coverage,"$ 8,058"
14,M362,2019,TL Salary Subsidy 2019 HS,"$ 10,930"
15,M362,2019,TL School Incentive 2019C3,"$ 20,467"
16,M362,2019,TL School Leadership Career Ladder,"$ 25,000"
17,M362,2019,TL School Operational Support,"$ 2,204"
18,M362,2019,TL SE CB School Staff,"$ 18,392"
19,M362,2019,TL Strong Schools Strong Communities HS,"$ 16,000"
20,M362,2019,TL Student Club Advisor PS,"$ 2,000"
21,M362,2019,TL Summer in the City Shared,"$ 5,550"
22,M362,2019,TL Terminal and Paid Leaves,"$ 37,100"
23,M362,2019,TL Translation Services,"$ 1,097"
24,M362,2019,TL Vision for School Improvement,"$ 24,888"
25,M362,2019,VATEA,"$ 49,446"
0,M362,2018,Contract for Excellence FY 09 HS,"$ 28,733"
1,M362,2018,IDEA RS IEP Para,"$ 77,213"
2,M362,2018,Sequester Aid IDEA RS IEP Paras,"$ 8,250"
3,M362,2018,Sequester Aid Title I STH for Non-Title I Schools,$ 749
4,M362,2018,Title I STH for Non Title I Schools,"$ 17,631"
5,M362,2018,Title III Translation Services,"$ 3,171"
6,M362,2018,TL 09 C4E CTT HS,"$ 191,920"
7,M362,2018,TL CB School Staff,"$ 4,820"
8,M362,2018,TL Computer Maintenance HS,"$ 5,559"
9,M362,2018,TL CTE Programs HS,"$ 216,676"
10,M362,2018,TL Deferred Program Planning Initiative HS,"$ 45,000"
11,M362,2018,TL E&E Algebra for All,"$ 15,000"
12,M362,2018,TL E&E College Access 4 All HS,"$ 30,000"
13,M362,2018,TL E&E MS College Access,"$ 20,200"
14,M362,2018,TL ELA/Math Student Support,"$ 11,854"
15,M362,2018,TL Fair Student Funding HS,"$ 3,910,859"
16,M362,2018,TL MOSL,"$ 1,700"
17,M362,2018,TL NYSTL Hardware HS,"$ 7,402"
18,M362,2018,TL NYSTL Library Books HS,"$ 4,219"
19,M362,2018,TL NYSTL Software HS,"$ 6,922"
20,M362,2018,TL NYSTL Textbooks HS,"$ 39,301"
0,M362,2018,TL One-Time Allocations HS,"$ 147,493"
1,M362,2018,TL OTPS for PSAL HS,$ 957
2,M362,2018,TL Parent Coordinator HS,"$ 39,576"
3,M362,2018,TL Parent Coordinator OTPS HS,$ 500
4,M362,2018,TL Potential Mid Year Adj to be Repaid,"$ 84,749"
5,M362,2018,TL RS IEP Para,"$ 258,846"
6,M362,2018,TL RS Mandated Counseling Shared,"$ 58,785"
7,M362,2018,TL RS Mandated Speech Shared,"$ 172,190"
8,M362,2018,TL RS Speech Sixth Period Coverage,"$ 9,802"
9,M362,2018,TL Sabbaticals,"$ 34,322"
10,M362,2018,TL Salary Subsidy 2019 HS,"$ 11,285"
11,M362,2018,TL Strong Schools Strong Communities HS,"$ 16,000"
12,M362,2018,TL Summer in the City Shared,"$ 7,909"
13,M362,2018,TL Translation Services,$ 936
14,M362,2018,TL Vision for School Improvement,"$ 24,888"
0,M318,2022,ARPA Academic Recovery,"$ 76,908"
1,M318,2022,ARPA Academic Recovery AP Summer Rising,"$ 17,990"
2,M318,2022,ARPA Academic Recovery Arts,"$ 19,227"
3,M318,2022,ARPA Academic Recovery SE After-School Instruction,"$ 20,671"
4,M318,2022,ARPA Academic Recovery SE Counseling,"$ 1,819"
5,M318,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,624"
6,M318,2022,ARPA Academic Recovery SE Planning Prep,"$ 2,140"
7,M318,2022,ARPA Academic Recovery SE RS Related Services,"$ 8,352"
8,M318,2022,ARPA Academic Recovery Social Worker,"$ 154,225"
9,M318,2022,ARPA Computer Science for All,"$ 1,724"
10,M318,2022,ARPA COVID Staffing Support,"$ 228,650"
11,M318,2022,ARPA Election Day Remote Planning,"$ 1,597"
12,M318,2022,ARPA LA Initial Register Relief,"$ 10,780"
13,M318,2022,ARPA LA MYA Register Relief,"$ 56,656"
14,M318,2022,ARPA School COVID Planning Expansion,"$ 10,478"
15,M318,2022,ARPA Vaccine Policy Coverage,"$ 2,017"
16,M318,2022,Contract for Excellence FY 09,"$ 13,588"
17,M318,2022,CRRSA Computer Maintenance,$ 746
18,M318,2022,CRRSA CRSE Arts Studio,$ 321
19,M318,2022,CRRSA Innovative Education Models,"$ 33,333"
20,M318,2022,CRRSA Restoration Arts Studio,$ 814
0,M318,2022,CRRSA Situation Room,"$ 3,075"
1,M318,2022,Funds Pub Schl 310 - High Qlty/Clinical Teach Prep,$ 915
2,M318,2022,High Need Support for Title I,"$ 5,206"
3,M318,2022,High Need Support for Title I STH,"$ 1,081"
4,M318,2022,IDEA RS IEP Para,"$ 109,844"
5,M318,2022,Rollover Smart Schools Bond Act,"$ 8,467"
6,M318,2022,School Support Supplement,"$ 168,146"
7,M318,2022,State Misc 05-Empire State After Sch Prog Rnd 2 D5,"$ 13,743"
8,M318,2022,Title I SWP,"$ 125,764"
9,M318,2022,Title I SWP Carry Over,"$ 16,464"
10,M318,2022,Title I SWP Carry Over Parent and Family Engage,$ 624
11,M318,2022,Title I SWP Parent and Family Engagement,"$ 1,258"
12,M318,2022,Title I SWP STH,"$ 26,102"
13,M318,2022,Title I SWP Translation Services,"$ 1,564"
14,M318,2022,Title IIA Supplemental,"$ 32,479"
15,M318,2022,Title IV Fall Reopening Planning Grant,"$ 4,654"
16,M318,2022,Title IV Well Rounded ELA Math Support,"$ 2,234"
17,M318,2022,TL CB School Staff,"$ 45,521"
18,M318,2022,TL Computer Maintenance,"$ 3,624"
19,M318,2022,TL CRRSA COVID MYA Register Relief,"$ 15,980"
20,M318,2022,TL CRRSA FSF Floor Raise,"$ 11,543"
21,M318,2022,TL ELA/Math Student Support,"$ 6,468"
22,M318,2022,TL Fair Student Funding,"$ 1,442,338"
23,M318,2022,TL FSF Floor Raise,"$ 19,554"
24,M318,2022,TL Imagine Schools,"$ 20,714"
25,M318,2022,TL Imagine Schools Per Session,"$ 5,636"
26,M318,2022,TL Long Term Absence,"$ 4,982"
27,M318,2022,TL MOSL,"$ 1,500"
0,M318,2022,TL NCSI After-School Tutoring,"$ 3,671"
1,M318,2022,TL NYSTL Library Books,"$ 1,164"
2,M318,2022,TL Parent Coordinator,"$ 49,363"
3,M318,2022,TL Parent Coordinator OTPS,$ 500
4,M318,2022,TL RS IEP Para,"$ 301,393"
5,M318,2022,TL RS Mandated Counseling Shared,"$ 53,422"
6,M318,2022,TL RS Mandated Speech Shared,"$ 103,083"
7,M318,2022,TL Situation Room,"$ 1,412"
8,M318,2022,TL Translation Services,"$ 1,096"
0,M318,2021,Contract for Excellence FY 09,"$ 13,588"
1,M318,2021,Funds Pub Schl 12 - Clinical Teacher Prep,"$ 2,060"
2,M318,2021,High Need Support for Title I,"$ 6,182"
3,M318,2021,IDEA RS IEP Para,"$ 84,414"
4,M318,2021,School Support Supplement,"$ 163,247"
5,M318,2021,State Misc 05-Empire State After Schl Prg Rnd2 D5,"$ 13,743"
6,M318,2021,Title I STH,"$ 3,700"
7,M318,2021,Title I STH Carry Over,"$ 3,700"
8,M318,2021,Title I SWP,"$ 156,599"
9,M318,2021,Title I SWP Carry Over,"$ 17,447"
10,M318,2021,Title I SWP Parent and Family Engagement,"$ 3,097"
11,M318,2021,Title I SWP Summer in the City,"$ 1,940"
12,M318,2021,Title I SWP Translation Services,"$ 1,568"
13,M318,2021,Title IIA Supplemental,"$ 38,628"
14,M318,2021,Title IV Summer Rising Reopening Planning,"$ 1,920"
15,M318,2021,Title IV Well Rounded ELA Math Support,"$ 2,342"
16,M318,2021,TL CB School Staff,"$ 15,194"
17,M318,2021,TL Computer Maintenance,"$ 4,163"
18,M318,2021,TL Covid MY Register Loss Restoration,"$ 10,780"
19,M318,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 32,341"
20,M318,2021,TL CRRSA COVID Teacher Support,"$ 30,273"
0,M318,2021,TL ELA/Math Student Support,"$ 6,556"
