,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
2690,504,2.0,"$ 76,394",Paraprofessionals,,Q266,2020
2691,CLASSROOM - General Ed,1.0,"$ 61,696",Paraprofessionals,,Q266,2020
2692,CLASSROOM - Special Ed,1.0,"$ 38,197",Paraprofessionals,,Q266,2020
2693,IEP-CRISIS MANAGEMENT(CIT),3.0,"$ 138,090",Paraprofessionals,,Q266,2020
2694,IEP-HEALTH,2.0,"$ 76,394",Paraprofessionals,,Q266,2020
2695,School Aides and Other Support Staff,0.0,"$ 183,747",School Aides and Other Support Staff,,Q266,2020
2696,504,,"$ 16,178",Per Diem,,Q266,2020
2697,ABSENCE COVERAGE,,"$ 1,371",Per Diem,,Q266,2020
2698,IEP-HEALTH,,"$ 103,663",Per Diem,,Q266,2020
2699,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 31,409",Per Session,,Q266,2020
2700,PROFESSIONAL DEVELOPMENT,,$ 0,Per Session,,Q266,2020
2701,PUPIL PERSONNEL SERVICES,,"$ 6,688",Per Session,,Q266,2020
2702,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 24,000",OTPS,,Q266,2020
2703,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 10,143",OTPS,,Q266,2020
2704,EDUCATIONAL CONSULTANTS,,"$ 10,890",OTPS,,Q266,2020
2705,EDUCATIONAL SOFTWARE,,"$ 18,942",OTPS,,Q266,2020
2706,EQUIPMENT - GENERAL,,"$ 2,892",OTPS,,Q266,2020
2707,LIBRARY BOOKS,,"$ 3,961",OTPS,,Q266,2020
2708,NON-CONTRACTUAL SERVICES,,"$ 7,072",OTPS,,Q266,2020
2709,OFFICE TEMP SERVICES - CONTRACTUAL,,$ 500,OTPS,,Q266,2020
2710,SUPPLIES - GENERAL,,"$ 88,405",OTPS,,Q266,2020
2711,TELEPHONE AND OTHER COMMUNICATIONS,,$ 750,OTPS,,Q266,2020
2712,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 2,000",OTPS,,Q266,2020
2713,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 400,OTPS,,Q266,2020
2714,People Working Partial Year,,"$ 292,696",People Working Partial Year,,Q266,2020
2715,Main School,68.0,"$ 6,788,233",School Site,,Q266,2020
2716,ASST HEAD OF SCHOOL,1.0,"$ 131,712",Leadership,,Q266,2019
2717,INTERIM ACTING - PRINCIPAL,1.0,"$ 154,860",Leadership,,Q266,2019
2718,PARENT COORDINATOR,1.0,"$ 46,555",Coordinator/Supervisor/Dean,,Q266,2019
2719,SCHOOL SECRETARY,2.0,"$ 119,924",Secretary,,Q266,2019
2720,Pre K,1.0,"$ 134,781",Classroom Teacher,WHOLE CLASS,Q266,2019
2721,K,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2722,K,1.0,"$ 12,703",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2723,K,1.0,"$ 134,781",Classroom Teacher,WHOLE CLASS,Q266,2019
2724,K,3.0,"$ 242,783",Classroom Teacher,Sub-Total,Q266,2019
2725,"K,1,2",1.0,"$ 95,299",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2019
2726,1,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2727,1,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2728,1,1.0,"$ 95,299",Classroom Teacher,WHOLE CLASS,Q266,2019
2729,1,3.0,"$ 285,897",Classroom Teacher,Sub-Total,Q266,2019
2730,2,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2731,2,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2732,2,2.0,"$ 190,598",Classroom Teacher,WHOLE CLASS,Q266,2019
2733,2,4.0,"$ 381,196",Classroom Teacher,Sub-Total,Q266,2019
2734,234,1.0,"$ 95,299",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2019
2735,3,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2736,3,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2737,3,1.0,"$ 95,299",Classroom Teacher,WHOLE CLASS,Q266,2019
2738,3,3.0,"$ 285,897",Classroom Teacher,Sub-Total,Q266,2019
2739,4,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2740,4,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2741,4,2.0,"$ 199,497",Classroom Teacher,WHOLE CLASS,Q266,2019
2742,4,4.0,"$ 390,095",Classroom Teacher,Sub-Total,Q266,2019
2743,5,1.0,"$ 95,299",Classroom Teacher,ICT - General Ed Teacher,Q266,2019
2744,5,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2745,5,2.0,"$ 190,598",Classroom Teacher,WHOLE CLASS,Q266,2019
2746,5,4.0,"$ 381,196",Classroom Teacher,Sub-Total,Q266,2019
2747,6,1.0,"$ 95,299",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2748,67,1.0,"$ 95,299",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2019
2749,"7, 8",2.0,"$ 190,598",Classroom Teacher,ICT - Special Ed Teacher,Q266,2019
2750,ARTS,1.0,"$ 119,537",Elementary Cluster/Quota,WHOLE CLASS,Q266,2019
2751,ESL,1.0,"$ 95,299",Elementary Cluster/Quota,WHOLE CLASS,Q266,2019
2752,FL - SPANISH,1.0,"$ 95,299",Elementary Cluster/Quota,WHOLE CLASS,Q266,2019
2753,MUSIC,1.0,"$ 95,299",Elementary Cluster/Quota,WHOLE CLASS,Q266,2019
2754,READING/LITERACY,1.0,"$ 95,299",Elementary Cluster/Quota,WHOLE CLASS,Q266,2019
2755,COMPUTER,1.0,"$ 95,299",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2756,ENGLISH LANGUAGE ARTS,1.0,"$ 95,299",Cluster/Quota Teacher,ICT - General Ed Teacher,Q266,2019
2757,ENGLISH LANGUAGE ARTS,2.0,"$ 190,598",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2758,ENGLISH LANGUAGE ARTS,3.0,"$ 285,897",Cluster/Quota Teacher,Sub-Total,Q266,2019
2759,FL - SPANISH,1.0,"$ 95,299",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2760,LIBRARY,1.0,"$ 103,195",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2761,MATH,1.0,"$ 95,299",Cluster/Quota Teacher,ICT - General Ed Teacher,Q266,2019
2762,MATH,1.0,"$ 95,299",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2763,MATH,2.0,"$ 190,598",Cluster/Quota Teacher,Sub-Total,Q266,2019
2764,PHYSICAL EDUCATION,2.0,"$ 190,598",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2765,SCIENCE - EARTH SCIENCE,1.0,"$ 95,299",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q266,2019
2766,SCIENCE - GENERAL SCIENCE,2.0,"$ 190,598",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2767,SOCIAL STUDIES,1.0,"$ 95,299",Cluster/Quota Teacher,WHOLE CLASS,Q266,2019
2768,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2019
2769,PHYSICAL THERAPY,1.0,"$ 75,864",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2019
2770,SPEECH,2.0,"$ 187,274",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2019
2771,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 98,634",SAPIS,,Q266,2019
2772,GUIDANCE COUNSELOR,1.0,"$ 92,466",Guidance/Social Workers,,Q266,2019
2773,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 38,696",SBST,,Q266,2019
2774,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 99,227",SBST,,Q266,2019
2775,SCHOOL SOCIAL WORKER,1.0,"$ 99,227",SBST,,Q266,2019
2776,504,1.0,"$ 36,020",Paraprofessionals,,Q266,2019
2777,CLASSROOM - General Ed,1.0,"$ 58,637",Paraprofessionals,,Q266,2019
2778,CLASSROOM - Special Ed,2.0,"$ 72,040",Paraprofessionals,,Q266,2019
2779,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 73,223",Paraprofessionals,,Q266,2019
2780,IEP-HEALTH,3.0,"$ 130,677",Paraprofessionals,,Q266,2019
2781,School Aides and Other Support Staff,0.0,"$ 172,711",School Aides and Other Support Staff,,Q266,2019
2782,504,,"$ 7,420",Per Diem,,Q266,2019
2783,ABSENCE COVERAGE,,"$ 127,656",Per Diem,,Q266,2019
2784,IEP-HEALTH,,"$ 71,236",Per Diem,,Q266,2019
2785,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 51,009",Per Session,,Q266,2019
2786,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 6,300",OTPS,,Q266,2019
2787,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 8,876",OTPS,,Q266,2019
2788,EDUCATIONAL CONSULTANTS,,"$ 5,885",OTPS,,Q266,2019
2789,EDUCATIONAL SOFTWARE,,"$ 11,926",OTPS,,Q266,2019
2790,EQUIPMENT - GENERAL,,"$ 2,148",OTPS,,Q266,2019
2791,LIBRARY BOOKS,,"$ 3,981",OTPS,,Q266,2019
2792,NON-CONTRACTUAL SERVICES,,"$ 6,248",OTPS,,Q266,2019
2793,SUPPLIES - GENERAL,,"$ 45,674",OTPS,,Q266,2019
2794,TELEPHONE AND OTHER COMMUNICATIONS,,$ 750,OTPS,,Q266,2019
2795,TEXTBOOKS,,"$ 11,936",OTPS,,Q266,2019
2796,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 400,OTPS,,Q266,2019
2797,People Working Partial Year,,"$ 144,530",People Working Partial Year,,Q266,2019
2798,CB GE All Other Salaries Set Aside,,"$ 14,028",Setasides,,Q266,2019
2799,CB GE Classroom Teachers Set Aside,,"$ 36,294",Setasides,,Q266,2019
2800,CB GE Pupil Support Services Set Aside,,$ 29,Setasides,,Q266,2019
2801,CB Pre-K GE Set Aside,,"$ 2,133",Setasides,,Q266,2019
2802,CB SE All Other Salaries Set Aside,,"$ 6,802",Setasides,,Q266,2019
2803,CB SE Classroom Teachers Set Aside,,$ 938,Setasides,,Q266,2019
2804,CB SE Pupil Support Services Set Aside,,"$ 19,164",Setasides,,Q266,2019
2805,School Funded Copier,,"$ 3,744",Setasides,,Q266,2019
2806,Main School,69.0,"$ 6,868,453",School Site,,Q266,2019
2807,ASST HEAD OF SCHOOL,1.0,"$ 124,416",Leadership,,Q266,2018
2808,INTERIM ACTING - PRINCIPAL,1.0,"$ 123,424",Leadership,,Q266,2018
2809,PARENT COORDINATOR,1.0,"$ 46,555",Coordinator/Supervisor/Dean,,Q266,2018
2810,SCHOOL SECRETARY,2.0,"$ 99,497",Secretary,,Q266,2018
2811,Pre K,1.0,"$ 128,198",Classroom Teacher,WHOLE CLASS,Q266,2018
2812,K,1.0,"$ 91,413",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2813,K,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2814,K,1.0,"$ 103,971",Classroom Teacher,WHOLE CLASS,Q266,2018
2815,K,3.0,"$ 286,797",Classroom Teacher,Sub-Total,Q266,2018
2816,"K,1",1.0,"$ 91,413",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2018
2817,1,1.0,"$ 91,413",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2818,1,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2819,1,2.0,"$ 182,826",Classroom Teacher,WHOLE CLASS,Q266,2018
2820,1,4.0,"$ 365,652",Classroom Teacher,Sub-Total,Q266,2018
2821,2,1.0,"$ 109,257",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2822,2,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2823,2,2.0,"$ 182,826",Classroom Teacher,WHOLE CLASS,Q266,2018
2824,2,4.0,"$ 383,496",Classroom Teacher,Sub-Total,Q266,2018
2825,23,1.0,"$ 91,413",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2018
2826,3,1.0,"$ 91,413",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2827,3,2.0,"$ 210,804",Classroom Teacher,WHOLE CLASS,Q266,2018
2828,3,3.0,"$ 302,217",Classroom Teacher,Sub-Total,Q266,2018
2829,34,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2830,4,1.0,"$ 91,413",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2831,4,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2832,4,2.0,"$ 201,104",Classroom Teacher,WHOLE CLASS,Q266,2018
2833,4,4.0,"$ 383,930",Classroom Teacher,Sub-Total,Q266,2018
2834,5,1.0,"$ 91,413",Classroom Teacher,ICT - General Ed Teacher,Q266,2018
2835,5,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2836,5,2.0,"$ 182,826",Classroom Teacher,WHOLE CLASS,Q266,2018
2837,5,4.0,"$ 365,652",Classroom Teacher,Sub-Total,Q266,2018
2838,6,1.0,"$ 91,413",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2839,6,1.0,"$ 91,413",Classroom Teacher,SELF-CONTAINED SP ED,Q266,2018
2840,6,1.0,"$ 91,413",Classroom Teacher,WHOLE CLASS,Q266,2018
2841,6,3.0,"$ 274,239",Classroom Teacher,Sub-Total,Q266,2018
2842,78,2.0,"$ 182,826",Classroom Teacher,ICT - Special Ed Teacher,Q266,2018
2843,8,1.0,"$ 91,413",Classroom Teacher,WHOLE CLASS,Q266,2018
2844,ARTS,1.0,"$ 91,413",Elementary Cluster/Quota,WHOLE CLASS,Q266,2018
2845,ESL,1.0,"$ 25,065",Elementary Cluster/Quota,WHOLE CLASS,Q266,2018
2846,FL - SPANISH,1.0,"$ 91,413",Elementary Cluster/Quota,WHOLE CLASS,Q266,2018
2847,MUSIC,1.0,"$ 91,413",Elementary Cluster/Quota,WHOLE CLASS,Q266,2018
2848,READING/LITERACY,1.0,"$ 91,413",Elementary Cluster/Quota,WHOLE CLASS,Q266,2018
2849,ENGLISH LANGUAGE ARTS,1.0,"$ 91,413",Cluster/Quota Teacher,ICT - General Ed Teacher,Q266,2018
2850,ENGLISH LANGUAGE ARTS,2.0,"$ 182,826",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2851,ENGLISH LANGUAGE ARTS,3.0,"$ 274,239",Cluster/Quota Teacher,Sub-Total,Q266,2018
2852,LIBRARY,1.0,"$ 98,770",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2853,MATH,1.0,"$ 91,413",Cluster/Quota Teacher,ICT - General Ed Teacher,Q266,2018
2854,MATH,1.0,"$ 91,413",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2855,MATH,2.0,"$ 182,826",Cluster/Quota Teacher,Sub-Total,Q266,2018
2856,PHYSICAL EDUCATION,2.0,"$ 184,625",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2857,SCIENCE - EARTH SCIENCE,1.0,"$ 91,413",Cluster/Quota Teacher,ICT - Special Ed Teacher,Q266,2018
2858,SCIENCE - GENERAL SCIENCE,2.0,"$ 182,826",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2859,TECHNOLOGY,1.0,"$ 91,413",Cluster/Quota Teacher,WHOLE CLASS,Q266,2018
2860,OCCUPATIONAL THERAPY,1.0,"$ 72,148",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2018
2861,PHYSICAL THERAPY,1.0,"$ 72,692",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2018
2862,SPEECH,2.0,"$ 180,332",Special Needs - Support Services,PUSH IN/PULL OUT,Q266,2018
2863,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 97,950",SAPIS,,Q266,2018
2864,GUIDANCE COUNSELOR,1.0,"$ 81,834",Guidance/Social Workers,,Q266,2018
2865,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 15,586",SBST,,Q266,2018
2866,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 115,741",SBST,,Q266,2018
2867,SCHOOL SOCIAL WORKER,1.0,"$ 95,255",SBST,,Q266,2018
2868,504,3.0,"$ 109,906",Paraprofessionals,,Q266,2018
2869,CLASSROOM - General Ed,1.0,"$ 55,817",Paraprofessionals,,Q266,2018
2870,IEP-HEALTH,6.0,"$ 213,594",Paraprofessionals,,Q266,2018
2871,School Aides and Other Support Staff,0.0,"$ 166,682",School Aides and Other Support Staff,,Q266,2018
2872,504,,$ 716,Per Diem,,Q266,2018
2873,ABSENCE COVERAGE,,"$ 128,539",Per Diem,,Q266,2018
2874,IEP-HEALTH,,"$ 12,786",Per Diem,,Q266,2018
2875,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 42,038",Per Session,,Q266,2018
2876,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 5,970",OTPS,,Q266,2018
2877,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 7,208",OTPS,,Q266,2018
2878,EDUCATIONAL SOFTWARE,,"$ 1,000",OTPS,,Q266,2018
2879,EQUIPMENT - GENERAL,,"$ 1,580",OTPS,,Q266,2018
2880,FURNITURE (OBJECT 300),,$ 310,OTPS,,Q266,2018
2881,LIBRARY BOOKS,,"$ 4,016",OTPS,,Q266,2018
2882,NON-CONTRACTUAL SERVICES,,"$ 4,375",OTPS,,Q266,2018
2883,SUPPLIES - GENERAL,,"$ 53,490",OTPS,,Q266,2018
2884,TELEPHONE AND OTHER COMMUNICATIONS,,$ 705,OTPS,,Q266,2018
2885,TEXTBOOKS,,"$ 28,922",OTPS,,Q266,2018
2886,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 1,200",OTPS,,Q266,2018
2887,Not Available,,"$ 2,877",Sixth period coverage,,Q266,2018
2888,People Working Partial Year,,"$ 141,824",People Working Partial Year,,Q266,2018
2889,School Funded Copier,,"$ 3,744",Setasides,,Q266,2018
2890,Main School,72.0,"$ 6,648,217",School Site,,Q266,2018
2891,HEAD OF SCHOOL,1.0,"$ 170,508",Leadership,,Q221,2022
2892,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 93,518",Leadership,,Q221,2022
2893,PARENT COORDINATOR,1.0,"$ 63,628",Coordinator/Supervisor/Dean,,Q221,2022
2894,School Secretary,1.0,"$ 40,748",Secretary,,Q221,2022
2895,Sub Assigned - School Secretary,1.0,"$ 42,418",Secretary,,Q221,2022
2896,Pre K,1.0,"$ 147,449",Classroom Teacher,WHOLE CLASS,Q221,2022
2897,"Pre K,3-K",1.0,"$ 147,449",Classroom Teacher,WHOLE CLASS,Q221,2022
2898,K,1.0,"$ 103,874",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2899,K,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2900,K,3.0,"$ 311,622",Classroom Teacher,WHOLE CLASS,Q221,2022
2901,K,5.0,"$ 519,370",Classroom Teacher,Sub-Total,Q221,2022
2902,"K,1,2",1.0,"$ 63,031",Classroom Teacher,SELF-CONTAINED SP ED,Q221,2022
2903,"K,1,2,3,4,5",0.0,"$ 23,619",Classroom Teacher,SUPPLEMENTARY,Q221,2022
2904,1,1.0,"$ 103,874",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2905,1,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2906,1,2.0,"$ 207,748",Classroom Teacher,WHOLE CLASS,Q221,2022
2907,1,4.0,"$ 415,496",Classroom Teacher,Sub-Total,Q221,2022
2908,2,1.0,"$ 103,874",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2909,2,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2910,2,2.0,"$ 207,748",Classroom Teacher,WHOLE CLASS,Q221,2022
2911,2,4.0,"$ 415,496",Classroom Teacher,Sub-Total,Q221,2022
2912,3,1.0,"$ 103,874",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2913,3,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2914,3,2.0,"$ 207,748",Classroom Teacher,WHOLE CLASS,Q221,2022
2915,3,4.0,"$ 415,496",Classroom Teacher,Sub-Total,Q221,2022
2916,"3, 4, 5",1.0,"$ 103,874",Classroom Teacher,SELF-CONTAINED SP ED,Q221,2022
2917,4,1.0,"$ 147,449",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2918,4,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2919,4,3.0,"$ 311,622",Classroom Teacher,WHOLE CLASS,Q221,2022
2920,4,5.0,"$ 562,945",Classroom Teacher,Sub-Total,Q221,2022
2921,5,1.0,"$ 60,569",Classroom Teacher,ICT - General Ed Teacher,Q221,2022
2922,5,1.0,"$ 103,874",Classroom Teacher,ICT - Special Ed Teacher,Q221,2022
2923,5,2.0,"$ 207,748",Classroom Teacher,WHOLE CLASS,Q221,2022
2924,5,4.0,"$ 372,191",Classroom Teacher,Sub-Total,Q221,2022
2925,ARTS,1.0,"$ 121,539",Elementary Cluster/Quota,REDUCED CLASS SIZE,Q221,2022
2926,ARTS,0.0,"$ 7,225",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2927,ARTS,1.0,"$ 128,764",Elementary Cluster/Quota,Sub-Total,Q221,2022
2928,COMPUTER,1.0,"$ 127,906",Elementary Cluster/Quota,REDUCED CLASS SIZE,Q221,2022
2929,ENGLISH LANGUAGE ARTS,1.0,"$ 103,874",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2930,ENRICHMENT,0.0,"$ 32,685",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2931,ESL,1.0,"$ 103,874",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2932,LITERACY,1.0,"$ 103,874",Elementary Cluster/Quota,SELF-CONTAINED SP ED,Q221,2022
2933,PHYSICAL EDUCATION,1.0,"$ 121,304",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2934,SCIENCE - GENERAL SCIENCE,1.0,"$ 135,719",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2935,SELF CONTAINED SP ED,1.0,"$ 103,874",Elementary Cluster/Quota,WHOLE CLASS,Q221,2022
2936,ADAPTIVE PHYSICAL EDUCATION,1.0,"$ 112,435",Special Needs - Support Services,PUSH IN/PULL OUT,Q221,2022
2937,OCCUPATIONAL THERAPY,2.0,"$ 98,159",Special Needs - Support Services,PUSH IN/PULL OUT,Q221,2022
2938,SETSS,1.0,"$ 103,874",Special Needs - Support Services,PUSH IN/PULL OUT,Q221,2022
2939,SPEECH,2.0,"$ 206,166",Special Needs - Support Services,PUSH IN/PULL OUT,Q221,2022
2940,Guidance Counselor,1.0,"$ 64,772",Guidance/Social Workers,,Q221,2022
2941,DC 37 Para More Than 20 Hrs,0.0,"$ 33,345",SBST,,Q221,2022
2942,School Psychologist,1.0,"$ 108,762",SBST,,Q221,2022
2943,School Social Workers Mandated Services,1.0,"$ 108,762",SBST,,Q221,2022
2944,CLASSROOM - General Ed,2.0,"$ 133,186",Paraprofessionals,,Q221,2022
2945,CLASSROOM - Special Ed,1.0,"$ 41,003",Paraprofessionals,,Q221,2022
2946,IEP-ALTERNATE PLACEMENT,5.0,"$ 180,553",Paraprofessionals,,Q221,2022
2947,IEP-BILINGUAL,1.0,"$ 41,003",Paraprofessionals,,Q221,2022
2948,IEP-CRISIS MANAGEMENT(CIT),1.0,"$ 19,599",Paraprofessionals,,Q221,2022
2949,IEP-HEALTH,3.0,"$ 113,558",Paraprofessionals,,Q221,2022
2950,School Aides and Other Support Staff,0.0,"$ 154,292",School Aides and Other Support Staff,,Q221,2022
2951,ABSENCE COVERAGE,,"$ 140,302",Per Diem,,Q221,2022
2952,IEP-HEALTH,,"$ 83,491",Per Diem,,Q221,2022
2953,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 250,461",Per Session,,Q221,2022
2954,SUMMER STUDENT PROGRAMS,,"$ 17,990",Per Session,,Q221,2022
2955,Building Permit Fees,,"$ 3,272",OTPS,,Q221,2022
2956,Data Processing Repair - Contractual,,"$ 1,205",OTPS,,Q221,2022
2957,Educational Software,,"$ 33,721",OTPS,,Q221,2022
2958,Equipment - General,,"$ 5,551",OTPS,,Q221,2022
2959,Furniture Object 300,,"$ 7,079",OTPS,,Q221,2022
2960,Library Books,,"$ 7,512",OTPS,,Q221,2022
2961,Non-Contractual Services,,"$ 3,600",OTPS,,Q221,2022
2962,Office Temp Services - Contractual,,"$ 6,067",OTPS,,Q221,2022
2963,Professional Services Other,,"$ 18,648",OTPS,,Q221,2022
2964,Supplies - General,,"$ 75,262",OTPS,,Q221,2022
2965,Textbooks,,"$ 155,530",OTPS,,Q221,2022
2966,School Funded Copier,,"$ 2,232",Setasides,,Q221,2022
2967,People Working Partial Year,,"$ 167,750",People Working Partial Year,,Q221,2022
2968,Main School,65.0,"$ 7,058,252",School Site,,Q221,2022
2969,HEAD OF SCHOOL,1.0,"$ 161,920",Leadership,,Q221,2021
2970,ASST HEAD OF SCHOOL,1.0,"$ 136,439",Leadership,,Q221,2021
2971,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,Q221,2021
2972,School Secretary,2.0,"$ 157,196",Secretary,,Q221,2021
2973,Pre K,1.0,"$ 138,208",Classroom Teacher,WHOLE CLASS,Q221,2021
2974,K,1.0,"$ 97,639",Classroom Teacher,ICT - General Ed Teacher,Q221,2021
2975,K,1.0,"$ 97,639",Classroom Teacher,ICT - Special Ed Teacher,Q221,2021
2976,K,3.0,"$ 292,917",Classroom Teacher,WHOLE CLASS,Q221,2021
2977,K,5.0,"$ 488,195",Classroom Teacher,Sub-Total,Q221,2021
2978,"K, 1, 2",1.0,"$ 97,639",Classroom Teacher,SELF-CONTAINED SP ED,Q221,2021
2979,1,1.0,"$ 97,639",Classroom Teacher,ICT - General Ed Teacher,Q221,2021
2980,1,1.0,"$ 1,650",Classroom Teacher,ICT - Special Ed Teacher,Q221,2021
2981,1,1.0,"$ 97,639",Classroom Teacher,WHOLE CLASS,Q221,2021
2982,1,3.0,"$ 196,928",Classroom Teacher,Sub-Total,Q221,2021
2983,2,1.0,"$ 97,639",Classroom Teacher,ICT - General Ed Teacher,Q221,2021
2984,2,1.0,"$ 97,639",Classroom Teacher,ICT - Special Ed Teacher,Q221,2021
2985,2,2.0,"$ 195,278",Classroom Teacher,WHOLE CLASS,Q221,2021
2986,2,4.0,"$ 390,556",Classroom Teacher,Sub-Total,Q221,2021
2987,3,1.0,"$ 97,639",Classroom Teacher,ICT - General Ed Teacher,Q221,2021
2988,3,1.0,"$ 97,639",Classroom Teacher,ICT - Special Ed Teacher,Q221,2021
2989,3,3.0,"$ 292,917",Classroom Teacher,WHOLE CLASS,Q221,2021
2990,3,5.0,"$ 488,195",Classroom Teacher,Sub-Total,Q221,2021
2991,"3, 4, 5",1.0,"$ 97,639",Classroom Teacher,SELF-CONTAINED SP ED,Q221,2021
2992,4,1.0,"$ 138,208",Classroom Teacher,ICT - General Ed Teacher,Q221,2021
2993,4,1.0,"$ 97,639",Classroom Teacher,ICT - Special Ed Teacher,Q221,2021
