,allocation_category,amount,location_code,fiscal_year
1973,TL Instructional Leadership Framework,"$ 24,888",Q266,2020
1974,TL Long Term Absence,"$ 6,253",Q266,2020
1975,TL MOSL,"$ 1,700",Q266,2020
1976,TL NYSTL Hardware,"$ 2,892",Q266,2020
1977,TL NYSTL Library Books,"$ 3,961",Q266,2020
1978,TL NYSTL Software,"$ 2,892",Q266,2020
1979,TL Parent Coordinator,"$ 49,545",Q266,2020
1980,TL Parent Coordinator OTPS,$ 500,Q266,2020
1981,TL RS IEP Para,"$ 201,432",Q266,2020
1982,TL RS IEP Teacher,"$ 97,968",Q266,2020
1983,TL RS Mandated Counseling Shared,"$ 59,732",Q266,2020
1984,TL RS Mandated Speech Shared,"$ 193,386",Q266,2020
1985,TL RS Occupational Therapist PS Shared,"$ 77,181",Q266,2020
1986,TL RS Physical Therapist PS Shared,"$ 77,748",Q266,2020
1987,TL Sabbaticals,"$ 167,513",Q266,2020
1988,TL SBST Shared,"$ 246,705",Q266,2020
1989,TL Section 504,"$ 92,572",Q266,2020
1990,TL Summer in the City Shared,"$ 3,304",Q266,2020
1991,TL Temporary Shortfall Per Diem,"$ 61,936",Q266,2020
1992,TL Temporary Shortfall Per Session-OTPS,"$ 48,459",Q266,2020
1993,TL Temporary Shortfall Support Staff,"$ 15,270",Q266,2020
1994,TL Temporary Shortfall Teachers,"$ 471,387",Q266,2020
1995,TL Terminal and Paid Leaves,"$ 23,679",Q266,2020
1996,TL Translation Services,$ 985,Q266,2020
1997,TL UFT Officers-Reps and Chapt-Leaders,"$ 97,968",Q266,2020
1998,4K for All,"$ 227,246",Q266,2019
1999,Contract for Excellence FY 09,"$ 30,379",Q266,2019
2000,IDEA RS IEP Para,"$ 55,746",Q266,2019
2001,OASAS County Initiative Prevention,"$ 8,889",Q266,2019
2002,OASAS Sub Abuse,"$ 89,745",Q266,2019
2003,OASAS Sub Abuse OTPS,$ 900,Q266,2019
2004,Private Grant 37,"$ 2,000",Q266,2019
2005,Private PTA Grant 04,"$ 6,124",Q266,2019
2006,School Support Supplement,"$ 168,180",Q266,2019
2007,Sequester Aid IDEA RS IEP Paras,"$ 5,958",Q266,2019
2008,Sequester Aid Title I STH for Non-Title I Schools,$ 413,Q266,2019
2009,Sequester/2010 Census Title IIA,"$ 6,655",Q266,2019
2010,Title I STH for Non Title I Schools,"$ 4,050",Q266,2019
2011,Title IIA Supplemental,"$ 42,703",Q266,2019
2012,Title III Translation Services,"$ 3,207",Q266,2019
2013,TL Arts Studio,"$ 1,700",Q266,2019
2014,TL CB Per Session Per Diem Prep,"$ 1,045",Q266,2019
2015,TL CB School Staff,"$ 9,502",Q266,2019
2016,TL CB School Staff PK,"$ 2,133",Q266,2019
2017,TL CB School Staff Related Services,"$ 5,198",Q266,2019
2018,TL Computer Maintenance,"$ 8,772",Q266,2019
2019,TL Core Curriculum Support,"$ 1,430",Q266,2019
2020,TL E&E MS College Access OTPS,"$ 12,026",Q266,2019
2021,TL E&E MS College Access PS,"$ 4,603",Q266,2019
2022,TL ELA/Math Student Support,"$ 10,517",Q266,2019
2023,TL ELL/Special Needs Partner Arts Project OTPS,"$ 5,500",Q266,2019
2024,TL ELL/Special Needs Partner Arts Project PS,"$ 1,082",Q266,2019
2025,TL Fair Student Funding,"$ 4,306,198",Q266,2019
2026,TL FSF Legacy Teacher Supplement,"$ 18,324",Q266,2019
2027,TL GE CB School Staff,"$ 51,289",Q266,2019
2028,TL MOSL,"$ 1,700",Q266,2019
2029,TL NYSTL Hardware,$ 640,Q266,2019
2030,TL NYSTL Library Books,"$ 3,981",Q266,2019
2031,TL NYSTL Software,$ 639,Q266,2019
2032,TL Parent Coordinator,"$ 46,555",Q266,2019
2033,TL Parent Coordinator OTPS,$ 500,Q266,2019
2034,TL RS APE Teacher Shared,"$ 2,992",Q266,2019
2035,TL RS IEP Para,"$ 213,432",Q266,2019
2036,TL RS IEP Teacher,"$ 95,299",Q266,2019
2037,TL RS Mandated Counseling Shared,"$ 43,740",Q266,2019
2038,TL RS Mandated Speech Shared,"$ 187,274",Q266,2019
2039,TL RS Occupational Therapist PS Shared,"$ 75,145",Q266,2019
2040,TL RS Physical Therapist PS Shared,"$ 75,864",Q266,2019
2041,TL Sabbaticals,"$ 8,868",Q266,2019
2042,TL Salary Subsidy 2019,"$ 24,362",Q266,2019
2043,TL SBST Shared,"$ 237,150",Q266,2019
2044,TL SE CB School Staff,"$ 20,768",Q266,2019
2045,TL Section 504,"$ 43,440",Q266,2019
2046,TL Strong Schools Strong Communities,"$ 16,000",Q266,2019
2047,TL Summer in the City Shared,"$ 1,564",Q266,2019
2048,TL Temporary Shortfall Per Diem,"$ 26,109",Q266,2019
2049,TL Temporary Shortfall Per Session-OTPS,"$ 42,196",Q266,2019
2050,TL Temporary Shortfall Teachers,"$ 495,001",Q266,2019
2051,TL Terminal and Paid Leaves,"$ 9,181",Q266,2019
2052,TL Time and Attendance,"$ 1,500",Q266,2019
2053,TL Translation Services,$ 947,Q266,2019
2054,TL UFT Officers-Reps and Chapt-Leaders,"$ 95,299",Q266,2019
2055,TL Vision for School Improvement,"$ 24,888",Q266,2019
2056,Contract for Excellence FY 09,"$ 30,379",Q266,2018
2057,IDEA RS IEP Para,"$ 45,980",Q266,2018
2058,IDEA SBST Shared,"$ 71,638",Q266,2018
2059,OASAS County Initiative Prevention,"$ 8,889",Q266,2018
2060,OASAS Sub Abuse,"$ 89,061",Q266,2018
2061,OASAS Sub Abuse OTPS,$ 900,Q266,2018
2062,Pre-K,"$ 113,446",Q266,2018
2063,Private PTA Grant 03,"$ 5,692",Q266,2018
2064,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q266,2018
2065,School Support Supplement,"$ 167,348",Q266,2018
2066,Sequester Aid IDEA RS IEP Paras,"$ 4,393",Q266,2018
2067,Sequester Aid Title I STH for Non-Title I Schools,$ 372,Q266,2018
2068,Sequester/2010 Census Title IIA,"$ 15,870",Q266,2018
2069,Title I STH for Non Title I Schools,"$ 3,529",Q266,2018
2070,Title IIA Supplemental,"$ 58,997",Q266,2018
2071,Title III Translation Services,"$ 3,093",Q266,2018
2072,TL Arts Studio,"$ 2,330",Q266,2018
2073,TL CB School Staff,"$ 6,447",Q266,2018
2074,TL Computer Maintenance,"$ 7,208",Q266,2018
2075,TL Core Curriculum Support,"$ 1,287",Q266,2018
2076,TL ELA/Math Student Support,"$ 6,471",Q266,2018
2077,TL Fair Student Funding,"$ 4,061,953",Q266,2018
2078,TL FSF Legacy Teacher Supplement,"$ 17,665",Q266,2018
2079,TL MOSL,"$ 1,700",Q266,2018
2080,TL NYSTL Library Books,"$ 4,016",Q266,2018
2081,TL NYSTL Textbooks,"$ 28,922",Q266,2018
2082,TL Parent Coordinator,"$ 46,555",Q266,2018
2083,TL Parent Coordinator OTPS,$ 500,Q266,2018
2084,TL RS IEP Para,"$ 176,007",Q266,2018
2085,TL RS IEP Teacher,"$ 91,413",Q266,2018
2086,TL RS Mandated Counseling Shared,"$ 33,591",Q266,2018
2087,TL RS Mandated Speech Shared,"$ 180,332",Q266,2018
2088,TL RS Occupational Therapist PS Shared,"$ 72,148",Q266,2018
2089,TL RS Physical Therapist PS Shared,"$ 72,692",Q266,2018
2090,TL Sabbaticals,"$ 39,725",Q266,2018
2091,TL Salary Subsidy 2018,"$ 45,988",Q266,2018
2092,TL Salary Subsidy 2019,"$ 22,994",Q266,2018
2093,TL SBST Shared,"$ 172,680",Q266,2018
2094,TL Section 504,"$ 68,984",Q266,2018
2095,TL Strong Schools Strong Communities,"$ 16,000",Q266,2018
2096,TL Summer in the City Shared,"$ 1,049",Q266,2018
2097,TL Temporary Shortfall Per Diem,"$ 18,807",Q266,2018
2098,TL Temporary Shortfall Per Session-OTPS,"$ 24,335",Q266,2018
2099,TL Temporary Shortfall Teachers,"$ 624,553",Q266,2018
2100,TL Translation Services,$ 913,Q266,2018
2101,TL UFT Officers-Reps and Chapt-Leaders,"$ 91,413",Q266,2018
2102,TL Vision for School Improvement,"$ 24,888",Q266,2018
2103,Universal PreK Quality Full-Day,"$ 102,888",Q266,2018
2104,4K for All,"$ 249,126",Q221,2022
2105,ARPA Academic Recovery,"$ 97,009",Q221,2022
2106,ARPA Academic Recovery AP Summer Rising,"$ 17,990",Q221,2022
2107,ARPA Academic Recovery Arts,"$ 24,252",Q221,2022
2108,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,747",Q221,2022
2109,ARPA Academic Recovery Screeners,"$ 5,450",Q221,2022
2110,ARPA Academic Recovery SE After-School Instruction,"$ 34,452",Q221,2022
2111,ARPA Academic Recovery SE Counseling,"$ 2,493",Q221,2022
2112,ARPA Academic Recovery SE Intervention Training,"$ 2,624",Q221,2022
2113,ARPA Academic Recovery SE Planning Prep,"$ 3,566",Q221,2022
2114,ARPA Academic Recovery SE RS Related Services,"$ 22,446",Q221,2022
2115,ARPA Election Day Remote Planning,"$ 1,597",Q221,2022
2116,ARPA LA Initial Register Relief,"$ 53,597",Q221,2022
2117,ARPA LA MYA Register Relief,"$ 98,611",Q221,2022
2118,ARPA School COVID Planning Expansion,"$ 18,098",Q221,2022
2119,ARPA Vaccine Policy Coverage,"$ 2,017",Q221,2022
2120,Contract for Excellence FY 09,"$ 26,007",Q221,2022
2121,CRRSA 3K for All Expansion,"$ 266,126",Q221,2022
2122,CRRSA Computer Maintenance,$ 142,Q221,2022
2123,CRRSA CRSE Arts Studio,$ 321,Q221,2022
2124,CRRSA Restoration Arts Studio,$ 814,Q221,2022
2125,CRRSA Situation Room,"$ 9,566",Q221,2022
2126,School Support Supplement,"$ 310,512",Q221,2022
2127,Self Sustaining 21,"$ 66,988",Q221,2022
2128,Self Sustaining 25,"$ 52,000",Q221,2022
2129,Title IIA Supplemental,"$ 59,781",Q221,2022
2130,Title III LEP,"$ 12,000",Q221,2022
2131,Title III Translation Services,"$ 2,930",Q221,2022
2132,Title IV Fall Reopening Planning Grant,"$ 7,900",Q221,2022
2133,Title IV Well Rounded ELA Math Support,"$ 2,856",Q221,2022
2134,TL CB School Staff,"$ 67,052",Q221,2022
2135,TL Computer Maintenance,$ 693,Q221,2022
2136,TL CRRSA COVID MYA Register Relief,"$ 27,814",Q221,2022
2137,TL CRRSA FSF Floor Raise,"$ 135,824",Q221,2022
2138,TL CRRSA Surplus Rollover,"$ 41,328",Q221,2022
2139,TL ELA/Math Student Support,"$ 8,267",Q221,2022
2140,TL Fair Student Funding,"$ 3,604,402",Q221,2022
2141,TL FSF Floor Raise,"$ 230,101",Q221,2022
2142,TL FSF Post-IEP Support,$ 507,Q221,2022
2143,TL Implicit Bias Awareness,"$ 9,401",Q221,2022
2144,TL MOSL,"$ 1,700",Q221,2022
2145,TL NYSTL Hardware,$ 455,Q221,2022
2146,TL NYSTL Library Books,"$ 3,593",Q221,2022
2147,TL NYSTL Software,"$ 3,974",Q221,2022
2148,TL NYSTL Textbooks,"$ 31,123",Q221,2022
2149,TL Parent Coordinator,"$ 43,968",Q221,2022
2150,TL Parent Coordinator OTPS,$ 500,Q221,2022
2151,TL Permanent Placement Incentive,"$ 103,874",Q221,2022
2152,TL RS APE Teacher Shared,"$ 112,435",Q221,2022
2153,TL RS IEP Para,"$ 402,203",Q221,2022
2154,TL RS IEP Teacher,"$ 103,874",Q221,2022
2155,TL RS Mandated Counseling Shared,"$ 39,724",Q221,2022
2156,TL RS Mandated Speech Shared,"$ 223,639",Q221,2022
2157,TL RS Occupational Therapist PS Shared,"$ 150,954",Q221,2022
2158,TL SBST Shared,"$ 250,869",Q221,2022
2159,TL Situation Room,"$ 1,129",Q221,2022
2160,TL Translation Services,"$ 1,108",Q221,2022
2161,4K for All,"$ 235,012",Q221,2021
2162,Contract for Excellence FY 09,"$ 26,007",Q221,2021
2163,High Need Support for Title I STH,$ 145,Q221,2021
2164,IDEA RS IEP Para,"$ 84,414",Q221,2021
2165,School Support Supplement,"$ 303,719",Q221,2021
2166,Self Sustaining 18,$ 422,Q221,2021
2167,Title I STH for Non Title I Schools,"$ 1,379",Q221,2021
2168,Title I STH for Non Title I Schools Carry Over,$ 174,Q221,2021
2169,Title IIA Supplemental,"$ 71,098",Q221,2021
2170,Title III LEP,"$ 12,366",Q221,2021
2171,Title III Translation Services,"$ 3,276",Q221,2021
2172,Title IV Summer Rising Reopening Planning,"$ 3,334",Q221,2021
2173,Title IV Well Rounded ELA Math Support,"$ 3,032",Q221,2021
2174,TL Arts Studio,$ 560,Q221,2021
2175,TL CB School Staff,"$ 4,982",Q221,2021
2176,TL Computer Maintenance,"$ 4,899",Q221,2021
2177,TL Covid MY Register Loss Restoration,"$ 53,596",Q221,2021
2178,TL CRRSA COVID MYA Register Loss Restoration,"$ 160,786",Q221,2021
2179,TL CRRSA COVID Teacher Support,"$ 247,200",Q221,2021
2180,TL ELA/Math Student Support,"$ 8,487",Q221,2021
2181,TL Fair Student Funding,"$ 3,661,397",Q221,2021
2182,TL Implicit Bias Awareness,"$ 2,027",Q221,2021
2183,TL Instructional Leadership Framework,"$ 24,568",Q221,2021
2184,TL NYSTL Hardware,"$ 6,728",Q221,2021
2185,TL NYSTL Library Books,"$ 3,869",Q221,2021
2186,TL NYSTL Software,"$ 6,205",Q221,2021
2187,TL NYSTL Textbooks,"$ 35,941",Q221,2021
2188,TL Parent Coordinator,"$ 43,968",Q221,2021
2189,TL Parent Coordinator OTPS,$ 500,Q221,2021
2190,TL Periodic Assessment,"$ 1,700",Q221,2021
2191,TL Permanent Placement Incentive,"$ 97,639",Q221,2021
2192,TL RS APE Teacher Shared,"$ 109,504",Q221,2021
2193,TL RS IEP Para,"$ 286,443",Q221,2021
2194,TL RS IEP Teacher,"$ 97,639",Q221,2021
2195,TL RS Mandated Counseling Shared,"$ 35,390",Q221,2021
2196,TL RS Mandated Speech Shared,"$ 198,218",Q221,2021
2197,TL RS Occupational Therapist PS Shared,"$ 157,032",Q221,2021
2198,TL SBST Shared,"$ 240,854",Q221,2021
2199,TL School COVID Planning Supplement,"$ 6,736",Q221,2021
2200,TL Summer in the City Shared,"$ 7,278",Q221,2021
2201,TL Translation Services,"$ 1,240",Q221,2021
2202,4K for All,"$ 227,701",Q221,2020
2203,Contract for Excellence FY 09,"$ 26,007",Q221,2020
2204,High Need Support for Title I STH,$ 71,Q221,2020
2205,IDEA RS IEP Para,"$ 61,696",Q221,2020
2206,School Support Supplement,"$ 294,468",Q221,2020
2207,Self Sustaining 18,"$ 2,331",Q221,2020
2208,Self Sustaining 34,"$ 249,667",Q221,2020
2209,Title I STH for Non Title I Schools,$ 731,Q221,2020
2210,Title IIA Supplemental,"$ 77,269",Q221,2020
2211,Title III LEP,"$ 12,366",Q221,2020
2212,Title III Translation Services,"$ 3,279",Q221,2020
2213,TL Arts Studio,$ 865,Q221,2020
2214,TL CB School Staff,"$ 6,512",Q221,2020
2215,TL Computer Maintenance,"$ 4,899",Q221,2020
2216,TL Continuous Improvement,"$ 16,000",Q221,2020
2217,TL E&E Algebra for All,"$ 4,000",Q221,2020
2218,TL E&E Universal Literacy,"$ 14,880",Q221,2020
2219,TL ELA/Math Student Support,"$ 6,507",Q221,2020
2220,TL Fair Student Funding,"$ 3,761,173",Q221,2020
2221,TL Implicit Bias Awareness,$ 513,Q221,2020
2222,TL Instructional Leadership Framework,"$ 24,888",Q221,2020
2223,TL MOSL,"$ 1,700",Q221,2020
2224,TL NYSTL Hardware,"$ 6,189",Q221,2020
2225,TL NYSTL Library Books,"$ 3,795",Q221,2020
2226,TL NYSTL Software,"$ 6,121",Q221,2020
2227,TL NYSTL Textbooks,"$ 32,716",Q221,2020
2228,TL Parent Coordinator,"$ 42,661",Q221,2020
2229,TL Parent Coordinator OTPS,$ 500,Q221,2020
2230,TL Permanent Placement Incentive,"$ 43,737",Q221,2020
2231,TL Prior Year Encumbrance,"$ 1,320",Q221,2020
2232,TL RS APE Teacher Shared,"$ 107,650",Q221,2020
2233,TL RS IEP Para,"$ 249,665",Q221,2020
2234,TL RS IEP Teacher,"$ 93,675",Q221,2020
2235,TL RS Mandated Counseling Shared,"$ 35,060",Q221,2020
2236,TL RS Mandated Speech Shared,"$ 193,386",Q221,2020
2237,TL RS Occupational Therapist PS Shared,"$ 148,226",Q221,2020
2238,TL RS Physical Therapist PS Shared,"$ 11,071",Q221,2020
2239,TL SBST Shared,"$ 239,264",Q221,2020
2240,TL School Incentive 2020C2,"$ 23,420",Q221,2020
2241,TL Summer in the City Shared,"$ 5,804",Q221,2020
2242,TL Talented and Gifted,$ 569,Q221,2020
2243,TL Temporary Shortfall Teachers,"$ 14,040",Q221,2020
2244,TL Translation Services,$ 968,Q221,2020
2245,4K for All,"$ 218,028",Q221,2019
2246,Contract for Excellence FY 09,"$ 26,007",Q221,2019
2247,IC Rev DSNY Zero Waste School Awards,"$ 1,000",Q221,2019
2248,IDEA RS IEP Para,"$ 122,639",Q221,2019
2249,School Support Supplement,"$ 268,356",Q221,2019
2250,Self Sustaining 18,"$ 230,219",Q221,2019
2251,Self Sustaining 34,"$ 12,422",Q221,2019
2252,Sequester Aid IDEA RS IEP Paras,"$ 13,099",Q221,2019
2253,Sequester Aid Title I STH for Non-Title I Schools,$ 344,Q221,2019
2254,Sequester/2010 Census Title IIA,"$ 18,312",Q221,2019
2255,Title I STH for Non Title I Schools,"$ 3,375",Q221,2019
2256,Title IIA Supplemental,"$ 66,180",Q221,2019
2257,Title III LEP,"$ 12,366",Q221,2019
2258,Title III Translation Services,"$ 3,150",Q221,2019
2259,TL Arts Studio,"$ 2,550",Q221,2019
2260,TL CB Per Session Per Diem Prep,"$ 2,106",Q221,2019
2261,TL CB School Staff,"$ 6,063",Q221,2019
2262,TL CB School Staff PK,"$ 2,062",Q221,2019
2263,TL CB School Staff Related Services,"$ 4,946",Q221,2019
2264,TL Computer Maintenance,"$ 5,256",Q221,2019
2265,TL Core Curriculum Support,"$ 1,716",Q221,2019
2266,TL Deferred Program Planning Initiative,"$ 36,855",Q221,2019
2267,TL ELA/Math Student Support,"$ 6,293",Q221,2019
2268,TL Fair Student Funding,"$ 3,450,001",Q221,2019
2269,TL FSF Floor Raise,"$ 50,347",Q221,2019
2270,TL FSF Legacy Teacher Supplement,"$ 2,920",Q221,2019
2271,TL GE CB School Staff,"$ 36,131",Q221,2019
2272,TL Long Term Absence,"$ 4,997",Q221,2019
2273,TL MOSL,"$ 1,700",Q221,2019
2274,TL NYSTL Library Books,"$ 3,800",Q221,2019
2275,TL Parent Coordinator,"$ 35,592",Q221,2019
2276,TL Parent Coordinator OTPS,$ 500,Q221,2019
2277,TL RS APE Teacher Shared,"$ 103,368",Q221,2019
2278,TL RS IEP Para,"$ 195,765",Q221,2019
2279,TL RS IEP Teacher,"$ 89,868",Q221,2019
2280,TL RS Mandated Counseling Shared,"$ 38,741",Q221,2019
2281,TL RS Mandated Speech Shared,"$ 215,992",Q221,2019
2282,TL RS Occupational Therapist PS Shared,"$ 75,145",Q221,2019
2283,TL RS Physical Therapist PS Shared,"$ 75,864",Q221,2019
2284,TL SBST Shared,"$ 230,045",Q221,2019
2285,TL School Incentive 2019,"$ 22,467",Q221,2019
2286,TL SE CB School Staff,"$ 19,824",Q221,2019
2287,TL Strong Schools Strong Communities,"$ 16,000",Q221,2019
2288,TL Summer in the City Shared,"$ 6,710",Q221,2019
2289,TL Talented and Gifted,$ 740,Q221,2019
2290,TL Temporary Shortfall Per Diem,"$ 12,021",Q221,2019
2291,TL Temporary Shortfall Per Session-OTPS,"$ 13,581",Q221,2019
2292,TL Temporary Shortfall Support Staff,"$ 36,020",Q221,2019
2293,TL Terminal and Paid Leaves,"$ 22,442",Q221,2019
2294,TL Translation Services,$ 929,Q221,2019
2295,TL Vision for School Improvement,"$ 24,888",Q221,2019
2296,Contract for Excellence FY 09,"$ 26,007",Q221,2018
2297,IDEA RS IEP Para,"$ 55,817",Q221,2018
2298,IDEA SBST Shared,"$ 71,638",Q221,2018
2299,Pre-K,"$ 101,865",Q221,2018
2300,Private Grant 99 Energy Demand,"$ 5,500",Q221,2018
2301,Rollover SM 66 Brothers Keeper D26,"$ 2,000",Q221,2018
2302,School Support Supplement,"$ 260,956",Q221,2018
2303,Self Sustaining 34,"$ 237,087",Q221,2018
2304,Sequester/2010 Census Title IIA,"$ 24,942",Q221,2018
2305,Title IIA Supplemental,"$ 91,433",Q221,2018
2306,Title III Immigrant,"$ 3,315",Q221,2018
2307,Title III LEP,"$ 12,366",Q221,2018
2308,Title III Translation Services,"$ 3,001",Q221,2018
2309,TL Arts Studio,"$ 2,330",Q221,2018
2310,TL CB School Staff,"$ 4,374",Q221,2018
2311,TL Computer Maintenance,"$ 7,285",Q221,2018
2312,TL Core Curriculum Support,$ 572,Q221,2018
2313,TL Fair Student Funding,"$ 3,322,600",Q221,2018
2314,TL FSF Legacy Teacher Supplement,"$ 5,299",Q221,2018
2315,TL Long Term Absence,"$ 4,028",Q221,2018
2316,TL MOSL,"$ 1,700",Q221,2018
2317,TL NYSTL Library Books,"$ 3,776",Q221,2018
2318,TL NYSTL Textbooks,"$ 33,225",Q221,2018
2319,TL Parent Coordinator,"$ 29,840",Q221,2018
2320,TL Parent Coordinator OTPS,$ 500,Q221,2018
2321,TL RS APE Teacher Shared,"$ 98,892",Q221,2018
2322,TL RS IEP Para,"$ 330,301",Q221,2018
2323,TL RS IEP Teacher,"$ 84,531",Q221,2018
2324,TL RS Mandated Counseling Shared,"$ 37,190",Q221,2018
2325,TL RS Mandated Speech Shared,"$ 180,332",Q221,2018
2326,TL RS Occupational Therapist PS Shared,"$ 72,148",Q221,2018
2327,TL RS Physical Therapist PS Shared,"$ 72,692",Q221,2018
2328,TL SBST Shared,"$ 170,071",Q221,2018
2329,TL School Incentive 2019,"$ 42,266",Q221,2018
2330,TL Section 504,"$ 4,445",Q221,2018
2331,TL Strong Schools Strong Communities,"$ 16,000",Q221,2018
2332,TL Summer in the City Shared,"$ 6,754",Q221,2018
2333,TL Talented and Gifted,$ 529,Q221,2018
2334,TL Translation Services,$ 885,Q221,2018
2335,TL Vision for School Improvement,"$ 24,888",Q221,2018
2336,Universal PreK Quality Full-Day,"$ 102,888",Q221,2018
2337,ARPA Academic Recovery,"$ 307,854",Q216,2022
2338,ARPA Academic Recovery AP Summer Rising,"$ 17,990",Q216,2022
2339,ARPA Academic Recovery Arts,"$ 76,964",Q216,2022
2340,ARPA Academic Recovery NYSITELL Testing Admin,"$ 9,294",Q216,2022
2341,ARPA Academic Recovery Screeners,"$ 14,850",Q216,2022
2342,ARPA Academic Recovery SE After-School Instruction,"$ 86,131",Q216,2022
2343,ARPA Academic Recovery SE Counseling,"$ 4,919",Q216,2022
2344,ARPA Academic Recovery SE Intervention Training,"$ 2,363",Q216,2022
2345,ARPA Academic Recovery SE Planning Prep,"$ 8,915",Q216,2022
2346,ARPA Academic Recovery SE RS Related Services,"$ 25,404",Q216,2022
2347,ARPA Election Day Remote Planning,"$ 3,194",Q216,2022
2348,ARPA LA Initial Register Relief,"$ 24,618",Q216,2022
2349,ARPA LA MYA Register Relief,"$ 753,737",Q216,2022
2350,ARPA School COVID Planning Expansion,"$ 33,153",Q216,2022
2351,ARPA Vaccine Policy Coverage,"$ 4,823",Q216,2022
2352,Contract for Excellence FY 09,"$ 189,696",Q216,2022
2353,CRRSA Computer Maintenance,"$ 9,448",Q216,2022
2354,CRRSA CRSE Arts Studio,"$ 1,606",Q216,2022
2355,CRRSA Home Language Libraries,"$ 1,118",Q216,2022
2356,CRRSA Restoration Arts Studio,"$ 4,069",Q216,2022
2357,CRRSA SHSAT,$ 673,Q216,2022
2358,CRRSA Situation Room,"$ 6,149",Q216,2022
2359,Funds Pub Schl 333 - PS 216Q Per Session and OTPS,"$ 14,250",Q216,2022
2360,High Need Support for Title I,"$ 62,492",Q216,2022
2361,High Need Support for Title I STH,"$ 7,591",Q216,2022
2362,IDEA RS IEP Para,"$ 73,229",Q216,2022
2363,Rollover FY20 Grant in Aid Assembly (08670),"$ 14,995",Q216,2022
2364,Title I SWP,"$ 582,295",Q216,2022
2365,Title I SWP Carry Over,"$ 63,985",Q216,2022
2366,Title I SWP Carry Over Parent and Family Engage,"$ 2,595",Q216,2022
2367,Title I SWP Parent and Family Engagement,"$ 5,823",Q216,2022
2368,Title I SWP STH,"$ 70,734",Q216,2022
2369,Title I SWP Translation Services,"$ 5,343",Q216,2022
2370,Title III LEP,"$ 14,790",Q216,2022
2371,Title IV Fall Reopening Planning Grant,"$ 14,064",Q216,2022
2372,Title IV Well Rounded ELA Math Support,"$ 11,488",Q216,2022
2373,TL 09 C4E ICT,"$ 142,163",Q216,2022
2374,TL CB School Staff,"$ 114,226",Q216,2022
2375,TL Champs,"$ 2,376",Q216,2022
2376,TL Civics for All,"$ 2,750",Q216,2022
2377,TL Computer Maintenance,"$ 45,923",Q216,2022
2378,TL COVID Register Relief,"$ 10,307",Q216,2022
2379,TL CRRSA COVID MYA Register Relief,"$ 212,592",Q216,2022
2380,TL CRRSA FSF Floor Raise,"$ 377,908",Q216,2022
2381,TL CRRSA Surplus Rollover,"$ 113,328",Q216,2022
2382,TL ELA/Math Student Support,"$ 33,260",Q216,2022
