,allocation_category,amount,location_code,fiscal_year
1764,Contract for Excellence FY 09,"$ 13,588",M318,2021
1765,Funds Pub Schl 12 - Clinical Teacher Prep,"$ 2,060",M318,2021
1766,High Need Support for Title I,"$ 6,182",M318,2021
1767,IDEA RS IEP Para,"$ 84,414",M318,2021
1768,School Support Supplement,"$ 163,247",M318,2021
1769,State Misc 05-Empire State After Schl Prg Rnd2 D5,"$ 13,743",M318,2021
1770,Title I STH,"$ 3,700",M318,2021
1771,Title I STH Carry Over,"$ 3,700",M318,2021
1772,Title I SWP,"$ 156,599",M318,2021
1773,Title I SWP Carry Over,"$ 17,447",M318,2021
1774,Title I SWP Parent and Family Engagement,"$ 3,097",M318,2021
1775,Title I SWP Summer in the City,"$ 1,940",M318,2021
1776,Title I SWP Translation Services,"$ 1,568",M318,2021
1777,Title IIA Supplemental,"$ 38,628",M318,2021
1778,Title IV Summer Rising Reopening Planning,"$ 1,920",M318,2021
1779,Title IV Well Rounded ELA Math Support,"$ 2,342",M318,2021
1780,TL CB School Staff,"$ 15,194",M318,2021
1781,TL Computer Maintenance,"$ 4,163",M318,2021
1782,TL Covid MY Register Loss Restoration,"$ 10,780",M318,2021
1783,TL CRRSA COVID MYA Register Loss Restoration,"$ 32,341",M318,2021
1784,TL CRRSA COVID Teacher Support,"$ 30,273",M318,2021
1785,TL ELA/Math Student Support,"$ 6,556",M318,2021
1786,TL Fair Student Funding,"$ 1,496,230",M318,2021
1787,TL Implicit Bias Awareness,$ 816,M318,2021
1788,TL Instructional Leadership Framework,"$ 18,938",M318,2021
1789,TL NYSTL Hardware,"$ 4,345",M318,2021
1790,TL NYSTL Library Books,"$ 1,279",M318,2021
1791,TL NYSTL Software,"$ 3,132",M318,2021
1792,TL NYSTL Textbooks,$ 54,M318,2021
1793,TL Parent Coordinator,"$ 49,363",M318,2021
1794,TL Parent Coordinator OTPS,$ 500,M318,2021
1795,TL Periodic Assessment,"$ 1,500",M318,2021
1796,TL RS IEP Para,"$ 340,849",M318,2021
1797,TL RS Mandated Counseling Shared,"$ 49,815",M318,2021
1798,TL RS Mandated Speech Shared,"$ 99,109",M318,2021
1799,TL School COVID Planning Supplement,"$ 3,886",M318,2021
1800,TL Summer in the City Shared,$ 351,M318,2021
1801,TL Translation Services,"$ 1,098",M318,2021
1802,Contract for Excellence FY 09,"$ 13,588",M318,2020
1803,High Need Support for Title I,"$ 5,998",M318,2020
1804,IDEA RS IEP Para,"$ 96,727",M318,2020
1805,School Support Supplement,"$ 157,865",M318,2020
1806,State Misc 05 -Empire State After School,"$ 13,743",M318,2020
1807,Title I SWP,"$ 146,371",M318,2020
1808,Title I SWP Parent and Family Engagement,"$ 1,478",M318,2020
1809,Title I SWP Translation Services,"$ 1,635",M318,2020
1810,Title IIA Supplemental,"$ 41,981",M318,2020
1811,TL Arts Studio,$ 865,M318,2020
1812,TL CB School Staff,"$ 10,167",M318,2020
1813,TL Computer Maintenance,"$ 4,163",M318,2020
1814,TL Continuous Improvement,"$ 16,000",M318,2020
1815,TL E&E Algebra for All,"$ 1,131",M318,2020
1816,TL ELA/Math Student Support,"$ 6,243",M318,2020
1817,TL ELL/Special Needs Partner Arts Project OTPS,"$ 7,192",M318,2020
1818,TL ELL/Special Needs Partner Arts Project PS,$ 614,M318,2020
1819,TL Fair Student Funding,"$ 1,556,601",M318,2020
1820,TL Instructional Leadership Framework,"$ 19,097",M318,2020
1821,TL MOSL,"$ 1,500",M318,2020
1822,TL NYSTL Hardware,"$ 1,327",M318,2020
1823,TL NYSTL Library Books,"$ 1,292",M318,2020
1824,TL NYSTL Software,"$ 1,327",M318,2020
1825,TL Parent Coordinator,"$ 48,896",M318,2020
1826,TL Parent Coordinator OTPS,$ 500,M318,2020
1827,TL Physical Education Initiative - Cohort 2,"$ 27,210",M318,2020
1828,TL RS IEP Para,"$ 214,300",M318,2020
1829,TL RS Mandated Counseling Shared,"$ 35,060",M318,2020
1830,TL RS Mandated Speech Shared,"$ 96,693",M318,2020
1831,TL Summer in the City Shared,"$ 2,755",M318,2020
1832,TL Translation Services,$ 960,M318,2020
1833,Contract for Excellence FY 09,"$ 13,588",M318,2019
1834,IDEA RS IEP Para,"$ 33,361",M318,2019
1835,School Support Supplement,"$ 144,383",M318,2019
1836,Sequester Aid IDEA RS IEP Paras,"$ 5,956",M318,2019
1837,Sequester/2010 Census Title I SWP,"$ 5,813",M318,2019
1838,Sequester/2010 Census Title IIA,"$ 11,918",M318,2019
1839,State Misc 05 - Empire State After School,"$ 13,743",M318,2019
1840,Title I SWP,"$ 135,394",M318,2019
1841,Title I SWP Parent and Family Engagement,"$ 1,368",M318,2019
1842,Title I SWP Translation Services,"$ 1,620",M318,2019
1843,Title IIA Supplemental,"$ 35,956",M318,2019
1844,TL Arts Studio,$ 850,M318,2019
1845,TL CB Per Session Per Diem Prep,$ 909,M318,2019
1846,TL CB School Staff,"$ 13,088",M318,2019
1847,TL CB School Staff Related Services,$ 3,M318,2019
1848,TL Computer Maintenance,"$ 4,494",M318,2019
1849,TL Core Curriculum Support,$ 858,M318,2019
1850,TL E&E Algebra for All,"$ 12,200",M318,2019
1851,TL ELA/Math Student Support,"$ 6,285",M318,2019
1852,TL ELL/Special Needs Partner Arts Project OTPS,"$ 14,385",M318,2019
1853,TL ELL/Special Needs Partner Arts Project PS,"$ 1,082",M318,2019
1854,TL Fair Student Funding,"$ 1,483,229",M318,2019
1855,TL GE CB School Staff,"$ 17,398",M318,2019
1856,TL Learning Partners Program,"$ 15,000",M318,2019
1857,TL Learning Partners Program Support,"$ 11,500",M318,2019
1858,TL Learning Partners Supervision,"$ 25,000",M318,2019
1859,TL MOSL,"$ 1,500",M318,2019
1860,TL NYSTL Library Books,"$ 1,377",M318,2019
1861,TL Parent Coordinator,"$ 45,898",M318,2019
1862,TL Parent Coordinator OTPS,$ 500,M318,2019
1863,TL Physical Education Initiative - Cohort 2,"$ 53,238",M318,2019
1864,TL RS IEP Para,"$ 195,054",M318,2019
1865,TL RS Mandated Counseling Shared,"$ 29,993",M318,2019
1866,TL RS Mandated Speech Shared,"$ 93,637",M318,2019
1867,TL RS Occupational Therapist PS Shared,$ 250,M318,2019
1868,TL SE CB School Staff,"$ 7,425",M318,2019
1869,TL Section 504,"$ 6,200",M318,2019
1870,TL Strong Schools Strong Communities,"$ 16,000",M318,2019
1871,TL Student Club Advisor PS,"$ 2,000",M318,2019
1872,TL Summer in the City Shared,$ 2,M318,2019
1873,TL Translation Services,$ 952,M318,2019
1874,TL Vision for School Improvement,"$ 19,097",M318,2019
1875,Contract for Excellence FY 09,"$ 13,588",M318,2018
1876,IDEA RS IEP Para,"$ 55,152",M318,2018
1877,Private Grant 34,"$ 5,000",M318,2018
1878,School Support Supplement,"$ 141,649",M318,2018
1879,Sequester Aid IDEA RS IEP Paras,"$ 5,893",M318,2018
1880,Sequester/2010 Census Title I SWP,"$ 6,198",M318,2018
1881,Sequester/2010 Census Title IIA,"$ 9,706",M318,2018
1882,Title I SWP,"$ 144,397",M318,2018
1883,Title I SWP Parent Involvement,"$ 1,459",M318,2018
1884,Title I SWP Translation Services,"$ 1,692",M318,2018
1885,Title IIA Supplemental,"$ 49,676",M318,2018
1886,TL Arts Continuum Program OTPS,"$ 12,000",M318,2018
1887,TL Arts Continuum Program PS,"$ 1,289",M318,2018
1888,TL Arts Studio,"$ 1,165",M318,2018
1889,TL CB School Staff,"$ 5,847",M318,2018
1890,TL Computer Maintenance,"$ 2,767",M318,2018
1891,TL Core Curriculum Support,$ 572,M318,2018
1892,TL E&E District Charter Collaborative,"$ 11,000",M318,2018
1893,TL E&E Universal Literacy,"$ 9,408",M318,2018
1894,TL ELA/Math Student Support,"$ 7,016",M318,2018
1895,TL Fair Student Funding,"$ 1,489,049",M318,2018
1896,TL MOSL,"$ 1,500",M318,2018
1897,TL NYSTL Library Books,"$ 1,371",M318,2018
1898,TL NYSTL Textbooks,"$ 6,997",M318,2018
1899,TL Parent Coordinator,"$ 45,898",M318,2018
1900,TL Parent Coordinator OTPS,$ 500,M318,2018
1901,TL Physical Education Initiative - Cohort 2,"$ 79,792",M318,2018
1902,TL Physical Education Initiative Support,$ 532,M318,2018
1903,TL RS IEP Para,"$ 135,546",M318,2018
1904,TL RS Mandated Counseling Shared,"$ 27,593",M318,2018
1905,TL RS Mandated Speech Shared,"$ 90,166",M318,2018
1906,TL Section 504,"$ 26,260",M318,2018
1907,TL Strong Schools Strong Communities,"$ 16,000",M318,2018
1908,TL Summer in the City Shared,"$ 4,768",M318,2018
1909,TL Translation Services,$ 993,M318,2018
1910,TL Vision for School Improvement,"$ 19,097",M318,2018
1911,ARPA Academic Recovery,"$ 75,562",M304,2022
1912,ARPA Academic Recovery Arts,"$ 18,890",M304,2022
1913,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,698",M304,2022
1914,ARPA Academic Recovery SE After-School Instruction,"$ 30,515",M304,2022
1915,ARPA Academic Recovery SE Counseling,"$ 2,089",M304,2022
1916,ARPA Academic Recovery SE Intervention Training,"$ 2,363",M304,2022
1917,ARPA Academic Recovery SE Planning Prep,"$ 3,158",M304,2022
1918,ARPA Academic Recovery SE RS Related Services,"$ 4,002",M304,2022
1919,ARPA Academic Recovery Social Worker,"$ 154,225",M304,2022
1920,ARPA Computer Science for All,"$ 1,724",M304,2022
1921,ARPA Election Day Remote Planning,"$ 4,258",M304,2022
1922,ARPA LA MYA Register Relief,"$ 71,726",M304,2022
1923,ARPA Restorative Justice Action Teams,"$ 11,736",M304,2022
1924,ARPA School COVID Planning Expansion,"$ 10,626",M304,2022
1925,Contract for Excellence FY 09 HS,"$ 197,269",M304,2022
1926,CRRSA Computer Maintenance,"$ 1,433",M304,2022
1927,CRRSA CRSE Arts Studio,$ 321,M304,2022
1928,CRRSA Restoration Arts Studio,$ 814,M304,2022
1929,CRRSA SHSAT,"$ 5,532",M304,2022
1930,CRRSA Situation Room,"$ 1,025",M304,2022
1931,High Need Support for Title I,"$ 5,796",M304,2022
1932,High Need Support for Title I STH,"$ 1,408",M304,2022
1933,Rollover Smart Schools Bond Act,"$ 10,868",M304,2022
1934,Title I 1003a TSI/CSI OTPS,"$ 5,000",M304,2022
1935,Title I 1003a TSI/CSI PS,"$ 20,000",M304,2022
1936,Title I SWP,"$ 140,001",M304,2022
1937,Title I SWP Carry Over,"$ 18,328",M304,2022
1938,Title I SWP Carry Over Parent and Family Engage,$ 695,M304,2022
1939,Title I SWP Parent and Family Engagement,"$ 1,400",M304,2022
1940,Title I SWP STH,"$ 34,012",M304,2022
1941,Title I SWP Translation Services,"$ 1,585",M304,2022
1942,Title III LEP,"$ 12,000",M304,2022
1943,Title IV Fall Reopening Planning Grant,"$ 4,714",M304,2022
1944,Title IV Well Rounded ELA Math Support,"$ 4,479",M304,2022
1945,TL CB School Staff,"$ 50,084",M304,2022
1946,TL Computer Maintenance HS,"$ 6,964",M304,2022
1947,TL CRRSA COVID MYA Register Relief HS,"$ 20,231",M304,2022
1948,TL CRRSA FSF Floor Raise HS,"$ 60,675",M304,2022
1949,TL E&E AP for All PSPD HS,"$ 5,310",M304,2022
1950,TL E&E AP for All Support HS,"$ 1,500",M304,2022
1951,TL E&E College Access 4 All HS,"$ 42,000",M304,2022
1952,TL ELA/Math Student Support,"$ 12,968",M304,2022
1953,TL Fair Student Funding HS,"$ 1,731,622",M304,2022
1954,TL FSF Floor Raise HS,"$ 102,790",M304,2022
1955,TL Host School HS,"$ 5,000",M304,2022
1956,TL MOSL,"$ 1,500",M304,2022
1957,TL NYSTL Hardware HS,"$ 2,097",M304,2022
1958,TL NYSTL Library Books HS,"$ 1,227",M304,2022
1959,TL NYSTL Software HS,"$ 1,929",M304,2022
1960,TL NYSTL Textbooks HS,"$ 11,378",M304,2022
1961,TL Parent Coordinator HS,"$ 37,463",M304,2022
1962,TL Parent Coordinator OTPS HS,$ 500,M304,2022
1963,TL Permanent Placement 2022,"$ 87,819",M304,2022
1964,TL Regents Distributed Scoring,"$ 2,450",M304,2022
1965,TL RS IEP Teacher HS,"$ 87,819",M304,2022
1966,TL RS Mandated Counseling Shared,"$ 31,505",M304,2022
1967,TL Situation Room,$ 282,M304,2022
1968,TL Specialized Admissions HS,"$ 33,222",M304,2022
1969,TL Summer Rising Shared,"$ 8,783",M304,2022
1970,TL Translation Services,"$ 1,111",M304,2022
1971,Contract for Excellence FY 09 HS,"$ 197,269",M304,2021
1972,High Need Support for Title I,"$ 7,418",M304,2021
1973,IDEA RS IEP Para,"$ 28,138",M304,2021
1974,Rollover Title I 1003a TSI/CSI OTPS,"$ 4,354",M304,2021
1975,Rollover Title I 1003a TSI/CSI PS,"$ 11,488",M304,2021
1976,Title I 1003a TSI/CSI OTPS,"$ 8,000",M304,2021
1977,Title I 1003a TSI/CSI PS,"$ 32,000",M304,2021
1978,Title I STH,"$ 4,700",M304,2021
1979,Title I STH Carry Over,"$ 4,700",M304,2021
1980,Title I SWP,"$ 187,659",M304,2021
1981,Title I SWP Carry Over,"$ 20,677",M304,2021
1982,Title I SWP Parent and Family Engagement,"$ 3,472",M304,2021
1983,Title I SWP Translation Services,"$ 1,904",M304,2021
1984,Title III LEP,"$ 12,366",M304,2021
1985,Title IV Summer Rising Reopening Planning,"$ 1,946",M304,2021
1986,Title IV Well Rounded ELA Math Support,"$ 4,852",M304,2021
1987,TL Arts Studio HS,$ 560,M304,2021
1988,TL CB School Staff,"$ 51,169",M304,2021
1989,TL Computer Maintenance HS,"$ 9,936",M304,2021
1990,TL CRRSA COVID Teacher Support,"$ 48,629",M304,2021
1991,TL E&E AP for All PSPD HS,"$ 1,732",M304,2021
1992,TL E&E AP for All Support HS,"$ 5,274",M304,2021
1993,TL E&E College Access 4 All HS,"$ 28,000",M304,2021
1994,TL ELA/Math Student Support,"$ 13,584",M304,2021
1995,TL Fair Student Funding HS,"$ 1,935,629",M304,2021
1996,TL Host School HS,"$ 5,000",M304,2021
1997,TL Implicit Bias Awareness,$ 712,M304,2021
1998,TL Instructional Leadership Framework,"$ 18,938",M304,2021
1999,TL NYSTL Library Books HS,"$ 1,416",M304,2021
2000,TL NYSTL Software HS,"$ 2,080",M304,2021
2001,TL Parent Coordinator HS,"$ 37,463",M304,2021
2002,TL Parent Coordinator OTPS HS,$ 500,M304,2021
2003,TL Periodic Assessment,"$ 1,500",M304,2021
2004,TL RS IEP Para,"$ 61,223",M304,2021
2005,TL RS IEP Teacher HS,"$ 87,694",M304,2021
2006,TL RS Mandated Counseling Shared,"$ 38,017",M304,2021
2007,TL School COVID Planning Supplement,"$ 3,996",M304,2021
2008,TL School to School Summer Transfers Shared,"$ 8,277",M304,2021
2009,TL Summer in the City Shared,"$ 2,892",M304,2021
2010,TL Translation Services,"$ 1,334",M304,2021
2011,Contract for Excellence FY 09 HS,"$ 197,269",M304,2020
2012,High Need Support for Title I,"$ 8,839",M304,2020
2013,IDEA RS IEP Para,"$ 22,008",M304,2020
2014,Title I 1003 TSI/CSI Planning OTPS,"$ 13,914",M304,2020
2015,Title I 1003 TSI/CSI Planning PS,"$ 9,007",M304,2020
2016,Title I 1003a Summer,"$ 12,600",M304,2020
2017,Title I 1003a TSI/CSI OTPS,"$ 1,896",M304,2020
2018,Title I 1003a TSI/CSI PS,"$ 7,262",M304,2020
2019,Title I SWP,"$ 215,703",M304,2020
2020,Title I SWP Parent and Family Engagement,"$ 2,179",M304,2020
2021,Title I SWP Translation Services,"$ 2,067",M304,2020
2022,Title III Immigrant,"$ 5,087",M304,2020
2023,Title III LEP,"$ 12,366",M304,2020
2024,Title IV Well Rounded,"$ 42,533",M304,2020
2025,TL Arts Studio HS,$ 865,M304,2020
2026,TL CB School Staff,"$ 32,072",M304,2020
2027,TL Computer Maintenance HS,"$ 9,936",M304,2020
2028,TL Continuous Improvement HS,"$ 16,000",M304,2020
2029,TL E&E AP for All PSPD HS,"$ 13,500",M304,2020
2030,TL E&E AP for All Support HS,"$ 20,159",M304,2020
2031,TL E&E College Access 4 All HS,"$ 37,428",M304,2020
2032,TL ELA/Math Student Support,"$ 14,971",M304,2020
2033,TL Fair Student Funding HS,"$ 1,975,754",M304,2020
2034,TL Host School HS,"$ 5,000",M304,2020
2035,TL Instructional Leadership Framework,"$ 19,097",M304,2020
2036,TL MOSL,"$ 1,500",M304,2020
2037,TL NYSTL Hardware HS,"$ 2,768",M304,2020
2038,TL NYSTL Library Books HS,"$ 1,697",M304,2020
2039,TL NYSTL Software HS,"$ 2,738",M304,2020
2040,TL NYSTL Textbooks HS,"$ 15,842",M304,2020
2041,TL Parent Coordinator HS,"$ 17,195",M304,2020
2042,TL Parent Coordinator OTPS HS,$ 500,M304,2020
2043,TL RS IEP Para,"$ 62,769",M304,2020
2044,TL RS IEP Teacher HS,"$ 80,861",M304,2020
2045,TL RS Mandated Counseling Shared,"$ 54,538",M304,2020
2046,TL Summer in the City Shared,"$ 3,087",M304,2020
2047,TL Translation Services,"$ 1,214",M304,2020
2048,Contract for Excellence FY 09 HS,"$ 177,815",M304,2019
2049,Sequester/2010 Census Title I SWP,"$ 8,804",M304,2019
2050,Title I 1003a Summer,"$ 16,979",M304,2019
2051,Title I Priority/Focus SWP,"$ 68,177",M304,2019
2052,Title I Priority/Focus SWP Parent Education,"$ 20,578",M304,2019
2053,Title I SWP,"$ 205,071",M304,2019
2054,Title I SWP Parent and Family Engagement,"$ 2,071",M304,2019
2055,Title I SWP Translation Services,"$ 2,043",M304,2019
2056,Title III LEP,"$ 12,366",M304,2019
2057,TL 12-Month AP HS,"$ 14,199",M304,2019
2058,TL Arts Studio HS,$ 850,M304,2019
2059,TL CB Per Session Per Diem Prep,$ 666,M304,2019
2060,TL CB School Staff,"$ 38,581",M304,2019
2061,TL Computer Maintenance HS,"$ 9,423",M304,2019
2062,TL Core Curriculum Support,$ 715,M304,2019
2063,TL E&E AP for All PSPD HS,"$ 10,302",M304,2019
2064,TL E&E AP for All Support HS,"$ 32,800",M304,2019
2065,TL E&E College Access 4 All HS,"$ 30,000",M304,2019
2066,TL ELA/Math Student Support,"$ 14,868",M304,2019
2067,TL Fair Student Funding HS,"$ 2,190,385",M304,2019
2068,TL FSF Floor Raise HS,"$ 56,328",M304,2019
2069,TL FSF Post-IEP Support HS,$ 980,M304,2019
2070,TL GE CB School Staff,"$ 23,095",M304,2019
2071,TL Host School HS,"$ 5,000",M304,2019
2072,TL MOSL,"$ 1,500",M304,2019
2073,TL NYSTL Hardware HS,"$ 3,045",M304,2019
2074,TL NYSTL Library Books HS,"$ 1,788",M304,2019
2075,TL NYSTL Software HS,"$ 2,927",M304,2019
2076,TL NYSTL Textbooks HS,"$ 3,946",M304,2019
2077,TL Parent Coordinator HS,"$ 35,592",M304,2019
2078,TL Parent Coordinator OTPS HS,$ 500,M304,2019
2079,TL RS IEP Para,"$ 72,040",M304,2019
2080,TL RS IEP Teacher HS,"$ 84,767",M304,2019
2081,TL RS Mandated Counseling Shared,"$ 54,987",M304,2019
2082,TL SE CB School Staff,"$ 3,292",M304,2019
2083,TL Strong Schools Strong Communities HS,"$ 16,000",M304,2019
2084,TL Summer in the City Shared,"$ 6,462",M304,2019
2085,TL Translation Services,"$ 1,200",M304,2019
2086,TL Vision for School Improvement,"$ 19,097",M304,2019
2087,Contract for Excellence FY 09 HS,"$ 177,815",M304,2018
2088,Sequester/2010 Census Title I SWP,"$ 10,319",M304,2018
2089,Title I 1003a Summer,"$ 16,979",M304,2018
2090,Title I Priority/Focus SWP,"$ 69,990",M304,2018
2091,Title I Priority/Focus SWP Parent Education,"$ 19,505",M304,2018
2092,Title I SWP,"$ 240,398",M304,2018
2093,Title I SWP Parent Involvement,"$ 2,428",M304,2018
2094,Title I SWP Translation Services,"$ 1,937",M304,2018
2095,Title III Immigrant,"$ 2,870",M304,2018
2096,Title III LEP,"$ 12,366",M304,2018
2097,TL Arts Studio HS,"$ 1,165",M304,2018
2098,TL CB School Staff,"$ 29,299",M304,2018
2099,TL Computer Maintenance HS,"$ 9,264",M304,2018
2100,TL Core Curriculum Support,$ 286,M304,2018
2101,TL Deferred Program Planning Initiative HS,"$ 28,350",M304,2018
2102,TL E&E AP for All Support HS,"$ 7,810",M304,2018
2103,TL ELA/Math Student Support,"$ 17,003",M304,2018
2104,TL Fair Student Funding HS,"$ 2,159,805",M304,2018
2105,TL MOSL,"$ 1,500",M304,2018
2106,TL NYSTL Library Books HS,"$ 2,153",M304,2018
2107,TL NYSTL Textbooks HS,"$ 20,461",M304,2018
2108,TL Parent Coordinator HS,"$ 25,060",M304,2018
2109,TL Parent Coordinator OTPS HS,$ 500,M304,2018
2110,TL RS IEP Teacher HS,"$ 82,350",M304,2018
2111,TL RS Mandated Counseling Shared,"$ 76,780",M304,2018
2112,TL Sabbaticals,"$ 40,436",M304,2018
2113,TL Strong Schools Strong Communities HS,"$ 16,000",M304,2018
2114,TL Summer in the City Shared,"$ 8,393",M304,2018
2115,TL Translation Services,"$ 1,138",M304,2018
2116,TL Vision for School Improvement,"$ 19,097",M304,2018
2117,Contract for Excellence FY 09,"$ 70,058",M302,2018
2118,IDEA RS IEP Para,"$ 22,061",M302,2018
2119,Sequester Aid IDEA RS IEP Paras,"$ 2,357",M302,2018
2120,Sequester/2010 Census Title I SWP,"$ 4,291",M302,2018
2121,TI SIG Cohort 7 Yr 2 05M302,"$ 416,016",M302,2018
2122,Title I Priority/Focus SWP,"$ 29,105",M302,2018
2123,Title I Priority/Focus SWP Parent Education,"$ 8,111",M302,2018
2124,Title I SWP,"$ 99,967",M302,2018
2125,Title I SWP Parent Involvement,"$ 1,010",M302,2018
2126,Title I SWP Translation Services,"$ 1,540",M302,2018
2127,TL CB School Staff,"$ 25,059",M302,2018
2128,TL CFES Open Schools Support Staff,"$ 2,979",M302,2018
2129,TL Computer Maintenance,"$ 4,315",M302,2018
2130,TL Core Curriculum Support,$ 572,M302,2018
2131,TL Deferred Program Planning Initiative,"$ 11,745",M302,2018
2132,TL E&E MS College Access,"$ 12,891",M302,2018
2133,TL ELA/Math Student Support,"$ 9,543",M302,2018
2134,TL ELL/Special Needs Partner Arts Project OTPS,"$ 15,000",M302,2018
2135,TL ELL/Special Needs Partner Arts Project PS,"$ 1,146",M302,2018
2136,TL Fair Student Funding,"$ 1,291,342",M302,2018
2137,TL MOSL,"$ 1,500",M302,2018
2138,TL MS Task Force,"$ 8,620",M302,2018
2139,TL NYSTL Library Books,$ 892,M302,2018
2140,TL NYSTL Textbooks,"$ 1,008",M302,2018
2141,TL Parent Coordinator,"$ 40,929",M302,2018
2142,TL Parent Coordinator OTPS,$ 500,M302,2018
2143,TL RS IEP Para,"$ 54,218",M302,2018
2144,TL RS Mandated Counseling Shared,"$ 28,792",M302,2018
2145,TL RS Mandated Speech Shared,"$ 70,870",M302,2018
2146,TL Strong Schools Strong Communities,"$ 16,000",M302,2018
2147,TL Summer in the City Shared,"$ 3,627",M302,2018
2148,TL Temporary Shortfall Teachers,"$ 317,622",M302,2018
2149,TL Translation Services,$ 905,M302,2018
2150,TL Vision for School Improvement,"$ 19,097",M302,2018
2151,ARPA Academic Recovery,"$ 60,000",M286,2022
2152,ARPA Academic Recovery AP Summer Rising,"$ 35,980",M286,2022
2153,ARPA Academic Recovery Arts,"$ 15,000",M286,2022
2154,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",M286,2022
2155,ARPA Academic Recovery Para Summer Rising,"$ 3,382",M286,2022
2156,ARPA Academic Recovery SE After-School Instruction,"$ 23,624",M286,2022
2157,ARPA Academic Recovery SE Counseling,"$ 2,358",M286,2022
2158,ARPA Academic Recovery SE Intervention Training,"$ 2,363",M286,2022
2159,ARPA Academic Recovery SE Planning Prep,"$ 2,445",M286,2022
2160,ARPA Academic Recovery SE RS Related Services,"$ 9,570",M286,2022
2161,ARPA Academic Recovery SE Support Summer Rising,"$ 23,895",M286,2022
